variete	prelevement	Date_analyse	operateur	outil_analyse	Nom_fichier	Rep	plant	id_Axe	rank	lmax	wmax	A_bl	A_bl_green	stat	w0.00	w0.05	w0.10	w0.15	w0.20	w0.25	w0.30	w0.35	w0.40	w0.45	w0.50	w0.55	w0.60	w0.65	w0.70	w0.75	w0.80	w0.85	w0.90	w0.95	w1.00
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P05.tif	1	5	Talle	NA	4,0335	0,61122	1,7422	1,7359	NA	0	0,057153	0,10471	0,1826	0,25219	0,30506	0,34276	0,36773	0,3877	0,40722	0,43254	0,45856	0,50143	0,51453	0,52484	0,54626	0,57338	0,5982	0,60714	0,61869	0,61209
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	MB	3	6,1214	0,32529	1,0915	0,028244	3	0	0,059789	0,1325	0,14093	0,1244	0,21205	0,20941	0,15454	0,13162	0,13769	0,18943	0,21492	0,23031	0,25798	0,2447	0,314	0,31753	0,27108	0,19858	0,10317	0,017211
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	MB	4	8,2645	0,46618	2,2704	0,050036	3	0	0,11687	0,14468	0,2234	0,15682	0,18683	0,28677	0,26179	0,24759	0,26466	0,31802	0,29395	0,36006	0,32957	0,37892	0,44924	0,472	0,45143	0,39973	0,22427	0,018627
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	MB	5	9,615	0,49122	2,5214	0,26351	3	0	0,039251	0,13159	0,30913	0,25055	0,22828	0,19114	0,12589	0,095488	0,1685	0,3009	0,28806	0,28895	0,30738	0,29909	0,36623	0,45451	0,46588	0,49574	0,50824	0,012717
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	MB	6	14,8389	0,70385	7,6266	3,2044	2	0	0,10908	0,28003	0,23847	0,40808	0,4289	0,46658	0,48869	0,51238	0,56213	0,65142	0,68548	0,60105	0,54788	0,67212	0,70484	0,68863	0,67617	0,66264	0,59058	0,25013
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	MB	7	2,8606	0,93193	2,4348	2,3948	3	0	0,83841	0,98843	0,91258	0,91977	0,92883	0,91901	0,9161	0,90598	0,89066	0,87431	0,85643	0,8443	0,83518	0,82077	0,80391	0,78361	0,76093	0,74394	0,72564	0,69292
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	MB	8	8,1914	0,96644	7,055	7,0265	3	0	0,59135	0,64489	0,70246	0,75678	0,79553	0,81822	0,82102	0,85844	0,93749	0,96295	0,96974	0,96485	0,95836	0,94243	0,93492	0,92267	0,91332	0,9096	0,89767	0,86245
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	9,8967	0,36119	1,8501	0,10201	NA	0	0,080739	0,099904	0,10362	0,11816	0,15526	0,15127	0,14253	0,13139	0,1645	0,23659	0,37863	0,34868	0,23565	0,23626	0,21614	0,22227	0,24347	0,22802	0,12257	0,10442
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	14,2976	0,67621	4,585	2,1135	NA	0	0,2612	0,30905	0,15584	0,13855	0,15582	0,12173	0,23136	0,12462	0,15434	0,18657	0,1101	0,1933	0,44221	0,48688	0,48377	0,6421	0,67244	0,67694	0,6251	0,20391
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	5,3158	0,65641	2,3016	2,1466	NA	0	0,063588	0,094958	0,10362	0,10544	0,074428	0,25995	0,37838	0,44343	0,49242	0,56515	0,60601	0,63568	0,65806	0,67025	0,62958	0,61475	0,54266	0,52101	0,51633	0,4854
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	2,2728	0,60762	1,2755	1,2039	NA	0	0,35929	0,48395	0,50987	0,53678	0,56938	0,5969	0,61228	0,61567	0,61038	0,60314	0,60081	0,59941	0,59485	0,58476	0,5665	0,54798	0,53815	0,53321	0,50482	0,41565
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	10,0079	0,65131	3,4125	1,0887	NA	0	0,061219	0,17713	0,1994	0,16018	0,17832	0,24756	0,33436	0,46957	0,53403	0,58329	0,61003	0,64185	0,63544	0,53079	0,36784	0,24879	0,16189	0,14404	0,14625	0,092958
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	6,6556	0,28039	1,2996	0,36	NA	0	0,098732	0,16211	0,13828	0,072367	0,098719	0,16543	0,15646	0,17231	0,16804	0,26726	0,26768	0,26508	0,24294	0,24054	0,25899	0,26843	0,27283	0,27125	0,26484	0,22854
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	12,8248	0,36971	3,8433	3,2057	NA	0	0,072388	0,17662	0,23816	0,22544	0,24018	0,30535	0,3265	0,33786	0,34191	0,35399	0,36313	0,37084	0,35641	0,34658	0,34289	0,30856	0,33122	0,3235	0,33266	0,19019
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	8,6554	0,5592	4,2963	4,2695	NA	0	0,42985	0,52693	0,53283	0,54161	0,55222	0,55151	0,55815	0,56046	0,55625	0,52207	0,4843	0,46176	0,4511	0,44772	0,45298	0,49455	0,50798	0,49143	0,46453	0,39382
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	2,0458	0,20441	0,27527	0,27527	NA	0	0,059371	0,031965	0,050783	0,077906	0,10356	0,13205	0,15998	0,18486	0,20111	0,20263	0,20454	0,18711	0,16044	0,14656	0,14073	0,12566	0,11354	0,1076	0,10235	0,04394
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	4,9078	0,47569	2,0663	2,0346	NA	0	0,32069	0,35453	0,39481	0,45286	0,47368	0,47516	0,47649	0,47069	0,45799	0,42089	0,44941	0,44186	0,44352	0,44002	0,44124	0,43324	0,4221	0,41049	0,38339	0,051677
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	13,2477	0,65824	7,3957	7,3952	NA	0	0,21526	0,32083	0,38075	0,45084	0,52371	0,55519	0,5705	0,59022	0,61989	0,63867	0,6513	0,63374	0,6521	0,65632	0,65254	0,65027	0,62656	0,6334	0,64274	0,58546
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P06.tif	1	6	Talle	NA	9,9317	0,36427	2,6871	2,0229	NA	0	0,064969	0,060656	0,12831	0,1053	0,27485	0,28482	0,28824	0,29616	0,31006	0,32738	0,35515	0,35126	0,34186	0,3561	0,35865	0,36032	0,34295	0,32598	0,32076	0,13334
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	MB	6	11,4723	0,62786	5,16	2,7203	2	0	0,084937	0,14404	0,21691	0,3094	0,41722	0,41994	0,43746	0,35551	0,41261	0,49986	0,52281	0,51879	0,59245	0,62277	0,6329	0,58147	0,59726	0,59151	0,55508	0,44984
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	MB	7	4,6877	0,73329	2,4861	2,1715	3	0	0,062564	0,082324	0,10545	0,14348	0,15624	0,19501	0,36825	0,55138	0,64333	0,71676	0,72843	0,7349	0,73109	0,73441	0,72824	0,71156	0,69367	0,67088	0,63845	0,61168
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	MB	8	14,1912	1,1351	11,4557	11,1881	2	0	0,10015	0,057787	0,083961	0,3058	0,66814	0,7528	0,84196	0,96503	1,0433	1,0625	1,1081	1,1311	1,1389	1,1111	1,0443	1,0075	0,94171	0,90039	0,84123	0,76143
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	MB	9	2,9672	0,191	0,4534	0,4534	3	0	0,041781	0,07733	0,12769	0,13339	0,14181	0,16137	0,15855	0,15622	0,16346	0,17769	0,17071	0,17601	0,17491	0,17987	0,17698	0,19033	0,18688	0,17878	0,16371	0,13683
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	12,5042	0,73651	5,2086	4,3034	NA	0	0,059013	0,076362	0,099382	0,10421	0,11634	0,11648	0,11894	0,098547	0,28757	0,52123	0,67519	0,71408	0,72107	0,71179	0,65135	0,70726	0,71091	0,72362	0,75071	0,38803
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	2,1519	0,35624	0,59885	0,59799	NA	0	0,043604	0,056521	0,086278	0,12622	0,16872	0,20935	0,24698	0,27617	0,29984	0,31665	0,32874	0,33635	0,34525	0,35726	0,35779	0,35594	0,35399	0,35123	0,35239	0,35161
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	8,2586	0,26546	1,6467	1,3562	NA	0	0,075473	0,13355	0,12409	0,080298	0,15224	0,17279	0,20245	0,20849	0,23744	0,24788	0,26297	0,26323	0,25618	0,24531	0,25239	0,23699	0,22838	0,23627	0,22976	0,088367
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	11,7202	0,38151	2,8776	2,3319	NA	0	0,055474	0,059356	0,086811	0,091064	0,11336	0,14122	0,14698	0,15614	0,24746	0,31334	0,36299	0,37595	0,37733	0,37622	0,37595	0,36844	0,3738	0,36144	0,357	0,29901
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	11,9999	0,5255	5,2097	5,209	NA	0	0,10797	0,20717	0,27521	0,33044	0,40968	0,4225	0,45478	0,47375	0,47865	0,49853	0,4812	0,49527	0,50245	0,52393	0,52126	0,52422	0,50665	0,49735	0,48287	0,49241
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	9,0883	0,75128	5,3962	5,3928	NA	0	0,11699	0,27498	0,36956	0,44563	0,50263	0,54504	0,58282	0,60859	0,63033	0,64638	0,66723	0,68486	0,73031	0,75314	0,73874	0,7208	0,69857	0,70518	0,73039	0,75754
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	9,2063	0,32636	2,5406	2,4654	NA	0	0,14605	0,19973	0,24088	0,2448	0,26214	0,27078	0,28768	0,31798	0,31491	0,31321	0,31811	0,31198	0,31438	0,31924	0,32502	0,31232	0,30538	0,29539	0,29978	0,21868
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	12,9656	0,58492	5,8207	4,4732	NA	0	0,096751	0,17914	0,22882	0,3308	0,38879	0,43812	0,52728	0,5415	0,56457	0,58929	0,56206	0,4805	0,47145	0,54292	0,53259	0,53049	0,53118	0,52497	0,50482	0,31274
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	10,6998	0,35684	3,1084	3,1006	NA	0	0,067477	0,16715	0,24605	0,28172	0,29414	0,30032	0,30905	0,30914	0,31531	0,32137	0,33194	0,33851	0,35732	0,35621	0,33294	0,34051	0,34539	0,32494	0,29701	0,18352
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	9,7916	0,44721	2,4365	0,88444	NA	0	0,045614	0,090227	0,076292	0,088428	0,090526	0,10071	0,12849	0,16342	0,183	0,23797	0,31522	0,3037	0,245	0,35318	0,44136	0,44206	0,44035	0,43482	0,44343	0,32785
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	12,7442	0,74104	6,657	6,1768	NA	0	0,059812	0,13958	0,21788	0,14461	0,39888	0,43931	0,53464	0,57677	0,60948	0,63777	0,67235	0,69704	0,73736	0,74026	0,73094	0,70332	0,65699	0,64664	0,61729	0,38801
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	4,8562	0,18691	0,71498	0,71469	NA	0	0,081867	0,14057	0,16112	0,14849	0,14659	0,13166	0,12925	0,13354	0,1343	0,13677	0,13543	0,14454	0,15794	0,17172	0,17785	0,17973	0,17682	0,17677	0,18552	0,08239
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	13,571	0,51384	5,2895	4,4569	NA	0	0,12127	0,18825	0,27683	0,31431	0,32823	0,39632	0,46515	0,46698	0,45539	0,44135	0,47348	0,48073	0,51709	0,47919	0,4721	0,46329	0,4861	0,43281	0,29653	0,0053548
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	14,0501	0,76349	8,1473	8,0098	NA	0	0,20101	0,32902	0,37267	0,3965	0,38628	0,44068	0,53388	0,6247	0,68016	0,69255	0,72804	0,72752	0,75972	0,76627	0,75487	0,72763	0,70648	0,664	0,62355	0,46416
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	9,1041	0,37079	2,191	1,2607	NA	0	0,034797	0,055973	0,10496	0,1177	0,18839	0,21054	0,11285	0,1608	0,23484	0,23688	0,28494	0,28608	0,35127	0,36972	0,37095	0,36724	0,36129	0,35136	0,35224	0,24628
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	8,0437	0,36229	2,1864	1,9002	NA	0	0,036973	0,089545	0,21023	0,23023	0,26827	0,26309	0,23457	0,25459	0,26936	0,31637	0,34894	0,35298	0,36541	0,352	0,3374	0,34046	0,34448	0,3304	0,29929	0,2506
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	5,5796	0,20172	0,9215	0,921	NA	0	0,09915	0,13214	0,15941	0,18116	0,1681	0,14503	0,14179	0,1426	0,15903	0,1633	0,17921	0,18469	0,19108	0,20709	0,19691	0,19935	0,19341	0,18897	0,18892	0,11182
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	4,2124	0,15399	0,52724	0,52724	NA	0	0,0598	0,079288	0,099797	0,1222	0,13676	0,14526	0,1443	0,14862	0,15277	0,15194	0,14655	0,1399	0,12608	0,11945	0,12864	0,12697	0,12781	0,12695	0,12636	0,083004
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	2,9016	0,19735	0,35713	0,10502	NA	0	0,13527	0,07924	0,11445	0,16754	0,1984	0,19522	0,19431	0,1761	0,14794	0,10253	0,081178	0,085596	0,088572	0,10499	0,12988	0,13413	0,11509	0,10172	0,067263	0,036025
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P07.tif	1	7	Talle	NA	3,0419	0,22346	0,60279	0,48523	NA	0	0,074883	0,097914	0,11719	0,18332	0,2064	0,21922	0,21965	0,21878	0,21869	0,21381	0,21565	0,2137	0,21597	0,2218	0,22596	0,22375	0,21738	0,21888	0,21535	0,18424
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	MB	6	13,2797	0,65274	4,0614	3,2889	2	0	0,055016	0,08655	0,079518	0,11064	0,08195	0,11077	0,082886	0,076872	0,058332	0,13405	0,13108	0,61168	0,64632	0,62236	0,64088	0,64587	0,6251	0,61543	0,58956	0,44222
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	MB	7	11,4806	0,96815	8,8129	8,8102	3	0	0,089918	0,26706	0,39748	0,49576	0,58784	0,67246	0,74215	0,80604	0,86561	0,89669	0,92569	0,96435	0,97138	0,92909	0,90821	0,89702	0,89335	0,89578	0,88442	0,83389
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	Talle	NA	9,3954	0,34559	1,7552	0,34638	NA	0	0,045276	0,09573	0,11689	0,0798	0,13868	0,17184	0,11842	0,10162	0,12659	0,17589	0,25105	0,25819	0,24659	0,23542	0,22619	0,25162	0,32555	0,34486	0,32719	0,027137
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	Talle	NA	13,2854	0,46433	3,8228	1,7392	NA	0	0,060592	0,088389	0,13044	0,16175	0,1442	0,18109	0,20185	0,22096	0,24265	0,3291	0,31812	0,30654	0,35362	0,43939	0,44401	0,45108	0,46519	0,45947	0,41812	0,37191
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	Talle	NA	8,7009	0,49808	2,9682	2,9189	NA	0	0,067686	0,16617	0,1877	0,18459	0,17714	0,18748	0,20769	0,2315	0,30504	0,40166	0,46948	0,49504	0,48578	0,47168	0,45255	0,44851	0,44817	0,46441	0,49372	0,48343
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	Talle	NA	4,2299	0,38102	0,99405	0,54322	NA	0	0,17011	0,098673	0,10628	0,18695	0,24349	0,28964	0,3249	0,35742	0,38057	0,38102	0,37737	0,37941	0,37311	0,36581	0,31618	0,12753	0,068317	0,061593	0,044281	0,031453
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	Talle	NA	13,7715	0,54807	5,8949	5,1812	NA	0	0,10741	0,20175	0,25582	0,26686	0,37869	0,46627	0,5056	0,52629	0,52398	0,53197	0,53945	0,53639	0,54337	0,5403	0,50296	0,47994	0,46167	0,45688	0,41336	0,18646
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	Talle	NA	11,2311	0,78045	7,7148	7,693	NA	0	0,30212	0,64551	0,70308	0,73275	0,76738	0,78071	0,77961	0,76595	0,77173	0,76535	0,73611	0,73203	0,72064	0,6886	0,65938	0,63658	0,614	0,59473	0,60456	0,59708
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P08.tif	1	8	Talle	NA	2,4483	0,30926	0,54882	0,54882	NA	0	0,020085	0,035971	0,063088	0,104	0,13734	0,16985	0,19344	0,22565	0,23468	0,25213	0,26047	0,27095	0,28222	0,28963	0,28787	0,29865	0,30125	0,31019	0,31319	0,29458
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	MB	5	8,72	0,51286	2,595	0,25262	3	0	0,093009	0,080317	0,15036	0,23331	0,23832	0,33388	0,35304	0,33591	0,3819	0,39032	0,35737	0,33934	0,36225	0,34002	0,34573	0,43255	0,47648	0,53092	0,23124	0,051275
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	MB	6	14,8023	0,92318	9,8156	5,2376	2	0	0,080292	0,29255	0,42674	0,51044	0,58919	0,67756	0,72341	0,82791	0,82558	0,67702	0,33425	0,39141	0,73688	0,88294	0,92229	0,91615	0,90704	0,862	0,79746	0,43314
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	MB	7	13,8044	1,197	12,7942	12,7912	1	0	0,22694	0,39302	0,51368	0,64391	0,77194	0,8843	0,9098	0,90256	1,0334	1,1103	1,1725	1,192	1,1991	1,1692	1,1333	1,0767	1,0424	1,02	1,0702	1,1001
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	MB	8	1,9892	0,16891	0,25111	0,25104	3	0	0,030081	0,048698	0,051606	0,067725	0,081765	0,11329	0,1304	0,13932	0,14368	0,14103	0,14982	0,1524	0,1567	0,16233	0,16516	0,16102	0,16789	0,17196	0,16013	0,09225
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	8,9754	0,38959	2,7682	1,9706	NA	0	0,13629	0,2536	0,30026	0,31946	0,34122	0,35299	0,36155	0,23752	0,21709	0,35009	0,3689	0,29968	0,35315	0,38531	0,3877	0,38767	0,37229	0,38294	0,34506	0,037282
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	13,4269	0,53476	5,8023	5,411	NA	0	0,16156	0,25485	0,30465	0,3444	0,39308	0,45536	0,47632	0,48227	0,50297	0,5124	0,53199	0,5175	0,53651	0,44929	0,47742	0,5031	0,48395	0,47417	0,46485	0,052978
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	16,5295	0,80565	10,3798	10,3755	NA	0	0,099084	0,2748	0,33806	0,42976	0,54721	0,64937	0,72043	0,74019	0,78009	0,77256	0,80206	0,81012	0,78594	0,74854	0,73996	0,70351	0,663	0,63786	0,5653	0,39096
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	3,905	0,14136	0,46917	0,46917	NA	0	0,059967	0,089078	0,10313	0,12039	0,12553	0,13554	0,13972	0,13751	0,14128	0,14328	0,12641	0,13182	0,13422	0,1357	0,12716	0,12458	0,12684	0,11233	0,12649	0,09122
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	11,9473	0,55535	4,0442	1,7133	NA	0	0,17718	0,072505	0,097043	0,23041	0,31037	0,4222	0,42842	0,43766	0,3359	0,4032	0,42565	0,36459	0,44876	0,54245	0,54083	0,56055	0,53735	0,49139	0,10636	0,029862
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	6,05	0,30681	1,1803	0,47168	NA	0	0,043701	0,10794	0,13314	0,1638	0,15846	0,1942	0,2426	0,25041	0,2475	0,22336	0,19292	0,19147	0,18851	0,20284	0,21948	0,24541	0,26569	0,26761	0,25216	0,41651
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	3,4094	0,50728	1,1677	1,1675	NA	0	0,038934	0,053022	0,081865	0,14617	0,1974	0,2251	0,25585	0,29051	0,32985	0,36829	0,40224	0,4272	0,45313	0,47674	0,49768	0,51089	0,50899	0,50377	0,49975	0,4721
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	15,1235	0,73942	6,4441	1,7042	NA	0	0,11048	0,20645	0,3049	0,30941	0,40261	0,58728	0,66363	0,67897	0,73953	0,72058	0,58405	0,34485	0,134	0,1027	0,097346	0,3062	0,59537	0,62936	0,63918	0,31042
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	16,8452	0,92813	12,3338	12,2892	NA	0	0,10689	0,297	0,40946	0,50458	0,60284	0,64788	0,79626	0,86	0,89915	0,92465	0,91318	0,92854	0,90227	0,92454	0,91186	0,86625	0,83057	0,7749	0,77313	0,73375
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	10,5437	0,391	2,0309	1,0155	NA	0	0,065179	0,10723	0,066757	0,099316	0,076896	0,065498	0,076993	0,14393	0,19434	0,20645	0,34148	0,33707	0,21861	0,16349	0,21214	0,26131	0,37075	0,39183	0,36916	0,049773
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	14,877	0,59389	6,9475	6,9448	NA	0	0,16125	0,2633	0,30862	0,3651	0,43607	0,4791	0,50295	0,51341	0,54895	0,5659	0,5773	0,58416	0,59228	0,59311	0,54881	0,53821	0,49911	0,4761	0,42001	0,21364
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	2,2396	0,16025	0,29771	0,29763	NA	0	0,033534	0,071229	0,093687	0,11797	0,13988	0,15087	0,15751	0,15687	0,15758	0,15527	0,15657	0,15735	0,15268	0,14347	0,13462	0,1356	0,12159	0,13196	0,13157	0,11621
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	6,0058	0,22253	1,1059	1,0964	NA	0	0,10015	0,14152	0,15976	0,16064	0,1727	0,18639	0,18884	0,19415	0,19583	0,20535	0,20424	0,20825	0,21075	0,22264	0,21293	0,21087	0,21033	0,1968	0,1725	0,13911
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P09.tif	1	9	Talle	NA	10,609	0,47742	3,4245	1,0221	NA	0	0,07708	0,16032	0,14576	0,19426	0,21275	0,28573	0,32549	0,33823	0,3579	0,36746	0,34188	0,39289	0,34703	0,3671	0,46933	0,47373	0,47323	0,46889	0,44925	0,079239
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	MB	5	7,7416	0,40644	2,1072	0,13061	3	0	0,18601	0,1499	0,2072	0,23937	0,20245	0,25299	0,26645	0,24159	0,28848	0,34459	0,35767	0,32778	0,31554	0,32572	0,30045	0,25282	0,28566	0,34905	0,41068	0,17244
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	MB	6	13,3681	0,73283	5,0914	4,5509	2	0	0,061483	0,10915	0,091615	0,094708	0,072094	0,095472	0,11186	0,085634	0,088197	0,36411	0,63093	0,71106	0,72778	0,72852	0,71268	0,69626	0,6766	0,63983	0,60211	0,54958
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	MB	7	9,9098	0,88791	6,7753	6,7743	3	0	0,12316	0,27623	0,37823	0,45451	0,52046	0,59915	0,65945	0,72329	0,77605	0,83783	0,88298	0,89377	0,86651	0,84354	0,82189	0,79778	0,79608	0,79469	0,79852	0,57639
