Image	Date	Essai	Parcelle	Plante	Tige	Feuille	Surface	pcent_green	id_Feuille	stat	NFL
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-6	5,25773142	98,93244984	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-7	5,68482734	63,46252057	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-8	9,88417378	97,82317809	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-9	16,29561257	99,26360694	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-10	9,02611098	99,53182517	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-11	2,25128582	96,08110044	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-12	4,80853877	69,11749908	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-13	10,07175405	96,32316438	NA	NA	NA
Placette2_P18(A)	16-Dec-2013	Echap	2	18	Talle	-14	16,08980653	99,24717062	NA	NA	NA
Placette2_P18(B)	16-Dec-2013	Echap	2	18	MB	1	8,96175627	87,32969782	6	2	8
Placette2_P18(B)	16-Dec-2013	Echap	2	18	MB	0	16,9822241	98,56491595	7	1	8
Placette2_P18(B)	16-Dec-2013	Echap	2	18	MB	-1	22,65834178	98,29871443	8	1	8
Placette2_P18(B)	16-Dec-2013	Echap	2	18	MB	-2	4,45192658	99,48554453	9	3	8
Placette2_P19	27-juin-201	Echap	2	19	Talle	1	1,59725487	94,79955569	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	0	5,46902132	53,18213991	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	MB	-1	7,04159882	45,4326813	6	3	8
Placette2_P19	27-juin-201	Echap	2	19	Talle	-2	11,07868752	96,453529	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-3	18,65334979	99,17423974	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	MB	-4	13,65465011	92,92219374	7	1	8
Placette2_P19	27-juin-201	Echap	2	19	Talle	-5	13,41013447	99,66563631	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-6	8,18998362	92,43963921	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	MB	-7	21,27173165	99,19551124	8	1	8
Placette2_P19	27-juin-201	Echap	2	19	Talle	-8	13,54868258	97,1786386	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-9	1,2887071	99,47434293	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	MB	-10	20,08189532	99,46911042	9	3	8
Placette2_P19	27-juin-201	Echap	2	19	Talle	-11	4,99176421	97,47649359	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-12	19,50834808	99,84125934	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-13	4,35628161	99,33725795	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-14	1,87064142	94,6283842	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-15	3,27144507	93,9210176	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-16	11,54965432	97,19584404	NA	NA	NA
Placette2_P19	27-juin-201	Echap	2	19	Talle	-17	18,74205929	99,90877875	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	1	3,47644466	88,47081748	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	0	4,70950671	94,55460803	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-1	4,86789349	97,8728339	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-2	8,27933828	99,04932596	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-3	4,71918411	99,52835025	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-4	4,17531423	99,3046703	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-5	3,32241271	70,81897179	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-6	10,38094698	83,9470495	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-7	8,59046669	94,75225775	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-8	17,87109329	98,53521178	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-9	14,35868096	99,29344896	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-10	6,06482658	72,21158449	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-11	15,30787261	99,50900336	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-12	11,18675182	95,2521699	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-13	1,1564493	92,81729428	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-14	3,79692789	94,44798437	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-15	18,26222154	99,25723774	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-16	1,52564211	98,69965113	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-17	5,67079511	99,52501493	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-18	2,92434899	99,24990348	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-19	8,72998254	81,73521043	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-20	2,71209135	93,90425216	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-21	3,02838104	90,38133788	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-22	13,7919079	96,7629517	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-23	2,58531741	71,20219602	NA	NA	NA
Placette2_P20(2)	27-juin-201	Echap	2	20	Talle	-24	22,84769624	99,75221664	NA	NA	NA
Placette2_P20	27-juin-201	Echap	2	20	MB	1	7,6983717	18,32181018	6	3	8
Placette2_P20	27-juin-201	Echap	2	20	MB	0	13,06465129	85,26808311	7	2	8
Placette2_P20	27-juin-201	Echap	2	20	MB	-1	20,06737922	99,04676172	8	1	8
Placette2_P20	27-juin-201	Echap	2	20	MB	-2	23,56479158	99,67625358	9	3	8
Placette2_P21	27-juin-201	Echap	2	21	MB	1	7,66530725	28,99947396	6	3	8
Placette2_P21	27-juin-201	Echap	2	21	Talle	0	8,73820833	76,21684479	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	Talle	-1	17,17238501	98,13748603	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	MB	-2	17,60593253	97,14264775	7	1	8
Placette2_P21	27-juin-201	Echap	2	21	Talle	-3	21,02931278	98,65779019	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	MB	-4	25,13978843	99,60094183	8	1	8
Placette2_P21	27-juin-201	Echap	2	21	Talle	-5	11,48497703	95,97090174	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	MB	-6	20,22270149	99,30372225	9	3	8
Placette2_P21	27-juin-201	Echap	2	21	Talle	-7	13,77561761	99,90516222	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	Talle	-8	5,1999896	99,85111663	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	Talle	-9	7,37885621	91,06865724	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	Talle	-10	14,15577814	97,04099537	NA	NA	NA
Placette2_P21	27-juin-201	Echap	2	21	Talle	-11	3,15596143	95,88593039	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	1	10,98755867	97,77020977	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	MB	0	5,26224754	43,89444002	6	2	8
Placette2_P22	27-juin-201	Echap	2	22	Talle	-1	8,6306279	69,04130069	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-2	11,97836314	96,77914523	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	MB	-3	10,30094714	93,02915479	7	1	8
Placette2_P22	27-juin-201	Echap	2	22	Talle	-4	5,07611888	99,84112862	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-5	4,88886119	94,93913101	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-6	13,05949001	99,62084254	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-7	2,77160736	99,54608939	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	MB	-8	16,53851531	98,82678786	8	1	8
Placette2_P22	27-juin-201	Echap	2	22	Talle	-9	1,26580392	83,30784913	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-10	3,74531509	68,3949873	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-11	8,23046741	88,26745576	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	MB	-12	13,31239273	99,86551486	9	3	8
Placette2_P22	27-juin-201	Echap	2	22	Talle	-13	16,07400011	99,00059202	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-14	6,25498749	99,69830587	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-15	3,77773438	94,69729314	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-16	6,06982657	73,53386655	NA	NA	NA
Placette2_P22	27-juin-201	Echap	2	22	Talle	-17	17,76012577	99,19446387	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	1	4,06354026	51,41303485	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	MB	0	7,58046871	79,28679334	6	2	8
Placette2_P23	27-juin-201	Echap	2	23	Talle	-1	3,72837964	96,05468074	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-2	8,61078923	94,14089572	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	MB	-3	12,55900714	97,87840649	7	1	8
Placette2_P23	27-juin-201	Echap	2	23	Talle	-4	4,52595869	99,76479812	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-5	14,15916523	98,53850798	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-6	13,31997336	99,34490943	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	MB	-7	21,76156938	99,51527549	8	1	8
Placette2_P23	27-juin-201	Echap	2	23	Talle	-8	5,92402041	85,78235182	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-9	5,1257962	99,56891126	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	MB	-10	6,47337415	99,95265977	9	3	8
Placette2_P23	27-juin-201	Echap	2	23	Talle	-11	11,06546174	97,93021019	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-12	10,95659099	99,69969528	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-13	3,19950973	88,03246459	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-14	7,06030846	97,86631334	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-15	1,2499975	73,40645161	NA	NA	NA
Placette2_P23	27-juin-201	Echap	2	23	Talle	-16	1,30548126	76,43933778	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	Talle	1	6,55369657	77,23033003	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	MB	0	5,06482858	82,87688682	6	2	8
Placette2_P24	27-juin-201	Echap	2	24	Talle	-1	11,91513746	97,23041936	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	MB	-2	10,93433297	97,72100364	7	1	8
Placette2_P24	27-juin-201	Echap	2	24	Talle	-3	15,63109777	99,01458009	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	MB	-4	19,54205769	99,3496257	8	1	8
Placette2_P24	27-juin-201	Echap	2	24	Talle	-5	4,23563669	44,52229542	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	Talle	-6	3,4096706	89,96688742	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	Talle	-7	0,89612724	75,30597552	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	MB	-8	4,39821701	99,54893835	9	3	8
Placette2_P24	27-juin-201	Echap	2	24	Talle	-9	8,18240299	98,28310106	NA	NA	NA
Placette2_P24	27-juin-201	Echap	2	24	Talle	-10	3,52821875	98,19885714	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	1	3,05886485	79,11943053	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	0	6,45659999	89,55059829	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-1	9,15465911	99,5137335	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-2	11,63933156	98,08353195	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-3	8,56304739	99,00548115	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-4	19,27496145	99,48370361	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-5	8,8854661	99,91105464	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-6	7,79546828	98,43995696	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-7	2,65305921	82,33935194	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-8	2,71015587	82,07462953	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-9	7,00401825	99,3298791	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-10	9,82401261	99,33835722	NA	NA	NA
Placette2_P25(A)	16-Dec-2013	Echap	2	25	Talle	-11	4,79563557	94,77348401	NA	NA	NA
Placette2_P25(B)	16-Dec-2013	Echap	2	25	MB	1	8,01433881	76,81378172	6	2	7
Placette2_P25(B)	16-Dec-2013	Echap	2	25	MB	0	15,13932456	97,79574704	7	1	7
Placette2_P25(B)	16-Dec-2013	Echap	2	25	MB	-1	19,92125048	99,51745579	8	3	7
Placette2_P26(A)	16-Dec-2013	Echap	2	26	MB	1	11,9209439	72,3920985	6	2	8
Placette2_P26(A)	16-Dec-2013	Echap	2	26	MB	0	18,09931864	97,06904541	7	1	8
Placette2_P26(A)	16-Dec-2013	Echap	2	26	MB	-1	25,60107783	99,50292011	8	1	8
Placette2_P26(A)	16-Dec-2013	Echap	2	26	MB	-2	5,93982683	98,49023814	9	3	8
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	1	6,51724503	72,86361274	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	0	11,90013749	96,10062211	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-1	6,62047063	99,30080152	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-2	18,43431797	98,58784003	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-3	2,6758011	79,29475588	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-4	7,92530673	99,08419317	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-5	6,63724479	82,1073607	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-6	13,87545612	98,2331334	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-7	2,4758015	76,05211726	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-8	3,89563737	95,21798534	NA	NA	NA
Placette2_P26(B)	16-Dec-2013	Echap	2	26	Talle	-9	5,96563323	90,4047368	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	1	5,02224802	85,31697604	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	0	1,6387064	91,90944882	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-1	9,62675494	96,10628958	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-2	4,31434621	94,71008262	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-3	4,99531259	97,63326983	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-4	17,33206211	99,53842861	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-5	7,94885507	99,1153136	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-6	5,72111759	58,46466127	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-7	9,54659381	99,17890149	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-8	12,73352292	98,99554137	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-9	19,52173515	99,74718057	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-10	7,12079221	99,56510906	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-11	5,15353808	99,5993991	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-12	5,36418282	75,23904023	NA	NA	NA
Placette2_P27(A)	16-Dec-2013	Echap	2	27	Talle	-13	7,4467593	99,96101365	NA	NA	NA
Placette2_P27(B)	16-Dec-2013	Echap	2	27	MB	1	3,80241175	8,691410392	6	2	8
Placette2_P27(B)	16-Dec-2013	Echap	2	27	MB	0	9,36707804	95,11157793	7	1	8
Placette2_P27(B)	16-Dec-2013	Echap	2	27	MB	-1	16,38432207	97,47497121	8	1	8
Placette2_P27(B)	16-Dec-2013	Echap	2	27	MB	-2	16,81915991	99,6825823	9	3	8
Placette2_P28(A)	16-Dec-2013	Echap	2	28	Talle	1	8,45707986	99,40305908	NA	NA	NA
Placette2_P28(A)	16-Dec-2013	Echap	2	28	Talle	0	2,61080123	85,91462285	NA	NA	NA
Placette2_P28(A)	16-Dec-2013	Echap	2	28	Talle	-1	3,70886355	97,63861709	NA	NA	NA
Placette2_P28(B)	16-Dec-2013	Echap	2	28	MB	1	7,58272677	74,93671963	6	3	8
Placette2_P28(B)	16-Dec-2013	Echap	2	28	MB	0	13,84964972	92,75865282	7	1	8
Placette2_P28(B)	16-Dec-2013	Echap	2	28	MB	-1	20,53528151	99,15016612	8	1	8
Placette2_P28(B)	16-Dec-2013	Echap	2	28	MB	-2	5,2757959	99,59951085	9	3	8
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	1	2,3612856	79,56967213	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	0	10,06481858	96,86228006	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-1	18,33335043	99,48006018	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-2	17,48190052	99,75919844	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-3	2,14951183	57,92751557	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-4	5,19418316	60,97379208	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-5	5,21208635	99,06854402	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-6	1,91096392	90,65665091	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-7	7,60208157	99,39320646	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-8	6,95014739	99,86075979	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-9	5,25789271	93,94153195	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-10	5,90031078	99,73757586	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-11	12,999974	99,49751861	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-12	6,77547032	99,95477052	NA	NA	NA
Placette3_P31(2)(A)	16-Dec-2013	Echap	3	31	Talle	-13	2,69128494	95,10967278	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	1	5,8128916	62,85238624	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	0	10,75723655	98,06732139	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-1	19,64867038	99,13069889	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-2	11,62529933	99,76552853	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-3	6,20079405	95,40902588	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-4	11,13820353	98,81112704	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-5	12,61352316	99,5780267	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-6	7,95224216	97,58437449	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-7	2,54805942	99,43663755	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-8	3,46854145	90,15112764	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-9	10,55626921	98,44306254	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-10	3,18821943	88,51115496	NA	NA	NA
Placette3_P31(2)(B)	16-Dec-2013	Echap	3	31	Talle	-11	9,41465859	97,46278118	NA	NA	NA
Placette3_P31	27-juin-201	Echap	3	31	MB	1	9,07772378	71,28744536	6	3	8
Placette3_P31	27-juin-201	Echap	3	31	MB	0	14,46351946	97,78865669	7	1	8
Placette3_P31	27-juin-201	Echap	3	31	MB	-1	22,92076061	98,7354777	8	1	8
Placette3_P31	27-juin-201	Echap	3	31	MB	-2	9,39336831	99,94848813	9	3	8
Placette3_P32(A)	16-Dec-2013	Echap	3	32	MB	1	4,40499119	54,90461719	6	3	8
Placette3_P32(A)	16-Dec-2013	Echap	3	32	MB	0	10,15514098	94,37438455	7	1	8
Placette3_P32(A)	16-Dec-2013	Echap	3	32	MB	-1	16,83174053	99,32539264	8	1	8
Placette3_P32(A)	16-Dec-2013	Echap	3	32	MB	-2	18,76899472	99,87711398	9	3	8
Placette3_P32(B)	16-Dec-2013	Echap	3	32	Talle	1	4,4080557	76,51664837	NA	NA	NA
Placette3_P32(B)	16-Dec-2013	Echap	3	32	Talle	0	9,31385234	94,27146469	NA	NA	NA
Placette3_P32(B)	16-Dec-2013	Echap	3	32	Talle	-1	16,38883819	99,68605761	NA	NA	NA
Placette3_P32(B)	16-Dec-2013	Echap	3	32	Talle	-2	3,07386482	99,35460174	NA	NA	NA
Placette3_P32(B)	16-Dec-2013	Echap	3	32	Talle	-3	2,54757555	76,99905033	NA	NA	NA
Placette3_P32(B)	16-Dec-2013	Echap	3	32	Talle	-4	6,32224542	94,34920149	NA	NA	NA
Placette3_P32(B)	16-Dec-2013	Echap	3	32	Talle	-5	9,07933668	99,19349108	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	1	8,01708074	81,76477689	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	0	14,50077745	99,04232245	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-1	21,4709248	99,2953726	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-2	9,3403039	99,84113279	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-3	5,75708526	82,30514932	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-4	11,81029896	96,91904294	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-5	20,54689439	98,92221586	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-6	7,6532105	99,75553214	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-7	2,27918899	88,96751822	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-8	6,58756747	94,39071567	NA	NA	NA
Placette3_P33(A)	16-Dec-2013	Echap	3	33	Talle	-9	1,36483598	98,1919168	NA	NA	NA
Placette3_P33(B)	16-Dec-2013	Echap	3	33	MB	1	7,7451458	33,36734694	6	3	8
Placette3_P33(B)	16-Dec-2013	Echap	3	33	MB	0	12,98642564	85,56063391	7	3	8
Placette3_P33(B)	16-Dec-2013	Echap	3	33	MB	-1	25,42349754	98,80603454	8	1	8
Placette3_P33(B)	16-Dec-2013	Echap	3	33	MB	-2	27,72865422	99,546877	9	3	8
Placette3_P34(A)	16-Dec-2013	Echap	3	34	Talle	1	0,97354644	38,61829026	NA	NA	NA
Placette3_P34(A)	16-Dec-2013	Echap	3	34	Talle	0	3,08741318	94,69229966	NA	NA	NA
Placette3_P34(A)	16-Dec-2013	Echap	3	34	Talle	-1	7,04643752	99,1919978	NA	NA	NA
Placette3_P34(A)	16-Dec-2013	Echap	3	34	Talle	-2	1,44370679	99,48609094	NA	NA	NA
Placette3_P34(A)	16-Dec-2013	Echap	3	34	Talle	-3	5,31918291	98,1048546	NA	NA	NA
Placette3_P34(A)	16-Dec-2013	Echap	3	34	Talle	-4	11,1725583	99,06308647	NA	NA	NA
Placette3_P34(B)	16-Dec-2013	Echap	3	34	MB	1	4,22692703	3,197618957	6	3	8
Placette3_P34(B)	16-Dec-2013	Echap	3	34	MB	0	11,70933142	86,34810876	7	2	8
Placette3_P34(B)	16-Dec-2013	Echap	3	34	MB	-1	17,98077049	98,26248419	8	1	8
Placette3_P34(B)	16-Dec-2013	Echap	3	34	MB	-2	22,6902772	99,18893944	9	3	8
Placette3_P35(A)	16-Dec-2013	Echap	3	35	MB	1	7,83208111	28,77530427	6	2	8
Placette3_P35(A)	16-Dec-2013	Echap	3	35	MB	0	13,19126394	89,08126085	7	2	8
Placette3_P35(A)	16-Dec-2013	Echap	3	35	MB	-1	21,08366751	99,66569512	8	1	8
Placette3_P35(A)	16-Dec-2013	Echap	3	35	MB	-2	24,73236989	99,62306233	9	3	8
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	1	6,10740714	89,02709555	NA	NA	NA
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	0	4,48418458	97,41745198	NA	NA	NA
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	-1	12,64932954	96,09313238	NA	NA	NA
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	-2	19,52318676	99,03919236	NA	NA	NA
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	-3	7,50143661	99,67533166	NA	NA	NA
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	-4	7,65014599	85,48417702	NA	NA	NA
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	-5	2,6693495	86,9244713	NA	NA	NA
Placette3_P35(B)	16-Dec-2013	Echap	3	35	Talle	-6	14,73932536	96,83752079	NA	NA	NA
