operateur	MethodeAnalyse	Date_analyse	fichier	Variete	prelev	prelevement	rep	plant	id_Axe	rank	nmax	lmax	wmax	A_bl	A_bl_green	stat	w0.00	w0.05	w0.10	w0.15	w0.20	w0.25	w0.30	w0.35	w0.40	w0.45	w0.50	w0.55	w0.60	w0.65	w0.70	w0.75	w0.80	w0.85	w0.90	w0.95	w1.00
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	MB	13	14	13.1	1.8	17.2	17.2	1	0	0.073902	0.10855	0.32769	0.56227	0.77414	0.98347	1.1535	1.2979	1.3757	1.4427	1.5196	1.6143	1.7908	1.8616	1.8707	1.8009	1.7142	1.5966	1.4598	1.3021
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	MB	12	14	21.9	1.7	29.8	29.6	1	0	0.077085	0.29571	0.6385	0.81619	1.1119	1.2705	1.4081	1.5753	1.6394	1.6771	1.6651	1.6089	1.5967	1.5766	1.6015	1.608	1.6777	1.6817	1.4673	0.95593
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	MB	11	14	24.3	1.6	27.6	26.9	2	0	0.30552	0.52328	0.73087	0.81904	0.93798	1.0948	1.1344	1.1999	1.2652	1.384	1.4193	1.4066	1.3925	1.5045	1.6104	1.5926	1.5676	1.4677	1.3071	1.0155
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	MB	10	14	23.4	1.5	25.5	21.5	2	0	0.068328	0.25423	0.51208	0.72353	0.82461	1.0958	1.17	1.2595	1.3591	1.4275	1.3759	1.3991	1.452	1.4776	1.4234	1.299	1.199	1.2693	0.99598	0.61302
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	MB	9	14	19.7	1.2	16.8	13.3	3	0	0.13045	0.23303	0.33281	0.41937	0.44699	0.61736	0.86154	0.97907	1.0413	1.088	1.1185	1.1781	1.1156	1.225	1.1671	1.14	1.1215	0.98088	0.82224	0.2465
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	MB	8	14	16	0.8	8.1	0.1	3	0	0.11867	0.19898	0.1712	0.23223	0.36244	0.32986	0.48092	0.70256	0.73958	0.83691	0.72846	0.60319	0.54261	0.60349	0.6035	0.605	0.60286	0.6428	0.56426	0.39712
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	Talle	NA	NA	13.5	0.3	3.1	0.8	2	0	0.059499	0.090924	0.1409	0.26879	0.21148	0.15543	0.11399	0.15624	0.20135	0.22472	0.258	0.28349	0.31976	0.32832	0.34067	0.32634	0.3273	0.29424	0.29314	0.16102
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	Talle	NA	NA	21.1	0.8	10.7	10.4	2	0	0.052095	0.099893	0.13836	0.19077	0.32263	0.4864	0.59534	0.74783	0.76101	0.70119	0.69584	0.6908	0.61158	0.63973	0.52949	0.61046	0.67634	0.62396	0.54379	0.26511
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	Talle	NA	NA	7.8	0.4	1.8	1.7	2	0	0.041709	0.10248	0.17017	0.16583	0.15105	0.13367	0.14347	0.1712	0.18309	0.2054	0.21323	0.27293	0.29785	0.30123	0.29018	0.28593	0.36186	0.41559	0.42777	0.39619
ABICHOU	Lamina2Shape	27-Aug-2012 10:51:12	D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D4_09.05.2012\scannes_09.05.2012\09052012_R1_P6.tif	TREMIE	date 4	09/05/2012	1	6	Talle	NA	NA	19.3	0.5	6.1	3.9	2	0	0.1389	0.22469	0.19589	0.21245	0.16824	0.15968	0.31098	0.35257	0.36441	0.38493	0.39031	0.36077	0.36099	0.40827	0.42674	0.44955	0.4706	0.43201	0.39485	0.3956
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:35	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	20.6	0.6	7.6	7.3	2	0	0.13217	0.092149	0.10423	0.1494	0.25044	0.38803	0.42094	0.41201	0.4184	0.39297	0.44906	0.43667	0.45522	0.50288	0.44143	0.45052	0.55696	0.54347	0.538	0.23703
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:35	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	23.8	1	15.7	15.3	2	0	0.11219	0.23516	0.27778	0.33738	0.49635	0.54187	0.67423	0.75593	0.81483	0.90417	0.85898	0.92016	1.0154	0.95624	0.91352	0.80705	0.75248	0.65326	0.52684	0.44698
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:35	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	19.1	0.7	9.1	5.3	2	0	0.16863	0.22659	0.22698	0.35283	0.46	0.37492	0.21169	0.26851	0.44149	0.47438	0.50395	0.64101	0.69373	0.68114	0.65592	0.6377	0.65608	0.70694	0.68265	0.43486
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:35	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	23.4	1.1	17.8	15.5	2	0	0.095699	0.2763	0.32232	0.37743	0.57066	0.80004	0.83394	0.87091	0.83762	0.86112	0.90115	0.87814	0.88187	0.92734	0.99707	1.0462	1.0881	0.9901	0.96916	0.79907
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:35	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	24	1.5	27.1	26.7	2	0	0.048339	0.20072	0.48286	0.6542	0.80008	0.98738	1.155	1.2893	1.3802	1.3827	1.4892	1.5051	1.4434	1.4142	1.4354	1.4187	1.4227	1.3427	1.2369	0.80473
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:35	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	20.2	1.7	27.1	27.1	2	0	0.12827	0.43083	0.61926	0.74234	1.0525	1.2599	1.3635	1.4801	1.5663	1.6535	1.6876	1.7327	1.6705	1.7232	1.7584	1.7145	1.6514	1.5759	1.3552	0.98806
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:35	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	14.1	1.6	17.6	17.6	2	0	0.074842	0.21289	0.47239	0.7334	0.95973	1.1448	1.2983	1.4669	1.5962	1.68	1.5732	1.5153	1.4985	1.4824	1.4803	1.4765	1.481	1.4753	1.2781	1.0088
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	15.6	0.4	4.7	2.3	2	0	0.18514	0.22376	0.29815	0.31982	0.26235	0.34324	0.28915	0.3065	0.35232	0.38067	0.36493	0.343	0.25357	0.37392	0.3401	0.34839	0.33735	0.28853	0.30991	0.11773
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	22	0.8	13	12.8	2	0	0.082971	0.15506	0.096574	0.25424	0.40747	0.60001	0.63748	0.66941	0.71434	0.7594	0.77174	0.77264	0.75252	0.76974	0.82963	0.79677	0.77384	0.71205	0.6855	0.3857
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	22	1.2	18.8	18.5	2	0	0.1218	0.25951	0.37819	0.5375	0.67264	0.86801	0.92814	0.9995	1.0384	1.0578	1.1656	1.1701	1.2027	1.1191	1.1057	0.92663	0.90978	0.92006	0.83553	0.80824
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	19.6	1.3	19.7	19.7	2	0	0.23393	0.42786	0.56739	0.68437	0.87853	0.9933	1.0832	1.1742	1.2284	1.2356	1.2358	1.2697	1.3098	1.1973	1.2267	1.2487	1.2679	1.2239	1.0992	0.91195
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	16.9	1.5	19.8	19.8	2	0	0.10671	0.324	0.52459	0.74469	0.93439	1.0818	1.2268	1.3347	1.3912	1.4973	1.5435	1.5241	1.4296	1.425	1.4561	1.4559	1.4434	1.3924	1.2412	0.98173
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	Talle	NA	NA	12.3	1.4	11.1	11.1	2	0	0.099004	0.13579	0.18323	0.26351	0.47753	0.64612	0.83299	0.98018	1.0798	1.1199	1.1207	1.1297	1.1654	1.1902	1.2675	1.3937	1.4235	1.3624	1.3055	1.2791
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	MB	9	13	19.1	1	13.8	11.5	3	0	0.10532	0.15492	0.16659	0.29707	0.48169	0.73083	0.80848	0.91904	0.93142	0.91733	0.93457	0.9452	0.90539	0.97848	1.0493	0.9951	0.9139	0.72592	0.86351	0.17112
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	MB	10	13	22.7	1.3	20	18.8	2	0	0.1467	0.29934	0.39269	0.46537	0.61668	0.72625	0.80963	0.83886	0.96423	1.0429	1.1151	1.1218	1.1167	1.1421	1.2789	1.286	1.2003	1.0379	1.052	0.75324
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	MB	11	13	24.8	1.5	26	25.1	2	0	0.12278	0.1829	0.2207	0.40479	0.58065	0.76664	0.97851	1.186	1.2394	1.261	1.3271	1.3718	1.4224	1.3219	1.3886	1.5031	1.5278	1.4773	1.4128	1.0433
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	MB	12	13	23.8	1.6	29.1	29	1	0	0.19063	0.48435	0.70908	0.98947	1.1441	1.2592	1.302	1.3752	1.3851	1.3719	1.4553	1.4498	1.5652	1.5553	1.4927	1.3837	1.4515	1.4052	1.3406	1.0842
ABICHOU	Lamina2Shape	27-Aug-2012 11:13:36	09052012_R1_P7.tif	TREMIE	date 4	09/05/2012	1	7	MB	13	13	14.4	1.8	18.5	18.3	1	0	0.19374	0.39875	0.56986	0.73762	0.89729	1.0594	1.1932	1.3237	1.5371	1.719	1.7712	1.7481	1.7792	1.8102	1.7733	1.6908	1.6189	1.5073	1.3005	0.73965
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	Talle	NA	NA	16.5	2.1	24.1	24.1	2	0	0.11537	0.22566	0.42645	0.73196	0.98784	1.2023	1.3738	1.4854	1.6645	1.8239	1.9649	2.0493	2.0911	2.1503	2.0986	1.9336	1.7538	1.4684	1.2841	0.97827
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	Talle	NA	NA	26.6	1.5	31.6	31.2	2	0	0.19806	0.3799	0.56902	0.76552	0.95046	1.0994	1.2592	1.3906	1.5014	1.5332	1.4832	1.4437	1.3997	1.34	1.5613	1.5193	1.4639	1.4902	1.354	0.98169
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	Talle	NA	NA	25.5	1.3	20.8	19.8	2	0	0.068694	0.10854	0.24413	0.50341	0.65292	0.79452	0.85587	0.90545	1.12	1.1618	1.2307	1.2754	1.1708	0.96202	0.91418	1.049	0.93788	0.98963	0.98684	0.7024
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	Talle	NA	NA	20.7	0.7	11.3	7.9	2	0	0.16653	0.20718	0.30805	0.39362	0.50619	0.51515	0.57892	0.66428	0.61	0.61793	0.60516	0.62376	0.57719	0.6464	0.6696	0.71609	0.71388	0.6923	0.62696	0.4509
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	MB	12	12	16.8	1.8	23.6	23.6	1	0	0.45773	0.48362	0.7784	0.97121	1.1562	1.4031	1.6025	1.7596	1.7828	1.8113	1.8517	1.8234	1.8209	1.8181	1.8186	1.8107	1.7743	1.699	1.5662	1.461
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	MB	11	12	25.9	1.8	36.5	36.2	2	0	0.16679	0.31274	0.65843	0.92781	1.1411	1.2659	1.4208	1.5717	1.68	1.7387	1.8019	1.8179	1.7831	1.7912	1.6821	1.6689	1.6968	1.6182	1.4217	1.0627
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	MB	10	12	24.7	1.4	18.2	17.5	3	0	0.056052	0.12261	0.18186	0.24616	0.26257	0.27254	0.38997	0.49055	0.59874	0.67598	0.74179	0.89643	1.0317	1.3114	1.2122	1.3168	1.385	1.3323	1.1745	0.6654
ABICHOU	Lamina2Shape	27-Aug-2012 11:40:43	09052012_R1_P8.tif	TREMIE	date 4	09/05/2012	1	8	MB	9	12	20.1	1	14.7	12.6	3	0	0.1575	0.15996	0.23882	0.39352	0.56038	0.71308	0.77551	0.80718	0.84902	0.8649	0.87204	0.99271	0.98627	0.92092	0.94638	0.97796	0.96066	0.92698	0.83023	0.63957
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:57	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	Talle	NA	NA	20.2	1	12	8.4	2	0	0.095204	0.2345	0.25113	0.3146	0.38446	0.38397	0.40435	0.47369	0.54118	0.70602	0.76582	0.81838	0.80778	0.77163	0.74927	0.89539	0.9873	0.86085	0.89517	0.49738
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	Talle	NA	NA	23.9	1.3	21	18.2	2	0	0.059727	0.26805	0.34335	0.33912	0.4949	0.52495	0.69462	0.79704	0.95598	1.0851	1.1846	1.3003	1.2376	1.1099	1.1952	1.2462	1.2321	1.1983	1.1593	0.72065
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	Talle	NA	NA	25.3	1.6	31.9	31.6	2	0	0.069068	0.29359	0.63122	0.81442	1.0114	1.226	1.3092	1.3599	1.4098	1.4015	1.4407	1.4881	1.5586	1.5386	1.6328	1.6103	1.5914	1.5569	1.41	1.0712
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	Talle	NA	NA	14.7	1.8	19.4	19.4	2	0	0.11937	0.24939	0.5017	0.72778	0.92508	1.1362	1.3007	1.3895	1.477	1.5265	1.5939	1.6548	1.7057	1.7619	1.802	1.836	1.843	1.6942	1.498	1.1855
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	MB	9	13	21.7	0.8	11.7	6.5	3	0	0.11964	0.19485	0.30534	0.34919	0.46573	0.4952	0.45354	0.49312	0.57176	0.5945	0.58823	0.59769	0.631	0.66397	0.70408	0.72562	0.82822	0.80539	0.7598	0.40847
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	MB	10	13	23.1	1.1	15.6	12.7	2	0	0.11977	0.15822	0.41899	0.61858	0.52896	0.55132	0.6334	0.72253	0.78138	0.80046	0.78018	0.78352	0.86988	0.89064	0.94009	1.0394	1.055	0.96281	0.87745	0.50075
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	MB	11	13	22.5	1.4	23.8	22.9	2	0	0.19566	0.40191	0.55504	0.62176	0.83634	0.98544	1.1192	1.1686	1.1713	1.2863	1.372	1.3651	1.3779	1.3694	1.3298	1.3773	1.3841	1.3629	1.2696	0.88787
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	MB	12	13	17.2	1.5	19.7	19.6	1	0	0.064212	0.28359	0.56221	0.67795	0.87707	1.0603	1.1813	1.2416	1.2965	1.3135	1.3327	1.3455	1.3656	1.3802	1.4384	1.4186	1.4453	1.4565	1.2901	1.0646
ABICHOU	Lamina2Shape	27-Aug-2012 11:52:58	09052012_R1_P9.tif	TREMIE	date 4	09/05/2012	1	9	MB	13	13	11	1.3	11	11	1	0	0.051086	0.12285	0.29389	0.48843	0.67953	0.8913	1.0729	1.1605	1.2314	1.2635	1.3134	1.3386	1.3237	1.3156	1.2933	1.2652	1.2184	1.1327	0.88234	0.43016
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	MB	13	13	14.3	1.9	19.9	19.9	1	0	0.10088	0.17183	0.38077	0.70802	0.91124	1.128	1.32	1.4206	1.5129	1.5887	1.6963	1.7704	1.8213	1.8421	1.8623	1.8753	1.8468	1.7724	1.5667	1.2945
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	MB	12	13	24.3	1.6	30.2	29.7	1	0	0.14644	0.45209	0.63083	0.939	1.1262	1.2268	1.2832	1.3543	1.4303	1.5434	1.5939	1.6066	1.5313	1.4666	1.4459	1.4775	1.5099	1.4367	1.2937	0.80313
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	MB	11	13	23.4	1.2	17.4	14.9	3	0	0.25103	0.29418	0.29594	0.3396	0.50424	0.72102	0.65041	0.65599	0.69848	0.79364	0.86613	0.93557	1.0058	1.0592	1.1287	1.1814	1.219	1.176	1.0708	0.82209
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	MB	10	13	19.9	0.8	9.4	4	3	0	0.18886	0.23756	0.264	0.16635	0.26336	0.47618	0.50823	0.51221	0.5177	0.5201	0.52478	0.56932	0.56477	0.49244	0.47193	0.55852	0.64139	0.76331	0.68215	0.40633
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	Talle	NA	NA	11.3	1.4	10.8	10.8	2	0	0.028093	0.11728	0.23652	0.46151	0.64778	0.77631	0.86697	0.93824	0.98416	1.0164	1.0421	1.09	1.1658	1.2634	1.364	1.4192	1.4067	1.2517	0.98369	0.60758
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	Talle	NA	NA	16.4	1.4	18.3	18.3	2	0	0.048425	0.19956	0.47143	0.68083	0.79064	1.0157	1.1392	1.2254	1.3463	1.3822	1.3893	1.3715	1.3272	1.2929	1.3437	1.381	1.3973	1.3816	1.2247	0.68513
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	Talle	NA	NA	21.2	1.3	20.8	20.8	2	0	0.12148	0.31808	0.46403	0.59332	0.68727	0.8085	0.92019	1.0145	1.0769	1.1156	1.1714	1.2398	1.2508	1.2291	1.2644	1.2664	1.3226	1.2579	1.1395	0.76553
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	Talle	NA	NA	22.2	1.1	16.7	14.9	2	0	0.18445	0.19136	0.24015	0.35147	0.59941	0.76205	0.84706	0.92049	0.91507	0.89103	0.9157	0.9711	1.0063	0.98448	1.0552	1.075	1.029	0.96391	0.84601	0.57145
ABICHOU	Lamina2Shape	27-Aug-2012 11:58:16	09052012_R1_P10.tif	TREMIE	date 4	09/05/2012	1	10	Talle	NA	NA	18.5	0.5	6.9	0.1	2	0	0.12145	0.14912	0.16851	0.27038	0.37033	0.35374	0.34095	0.37502	0.42218	0.38341	0.4208	0.41365	0.47253	0.45947	0.49428	0.51018	0.51153	0.49657	0.36111	0.43729
ABICHOU	Lamina2Shape	27-Aug-2012 12:03:11	09052012_R2_P11.tif	TREMIE	date 4	09/05/2012	2	11	MB	9	13	18.2	0.5	4.6	1	3	0	0.083878	0.093587	0.10365	0.11912	0.16158	0.22569	0.26606	0.18034	0.21565	0.21197	0.20648	0.27162	0.19939	0.33268	0.39472	0.47553	0.43358	0.40382	0.34351	0.36058
ABICHOU	Lamina2Shape	27-Aug-2012 12:03:11	09052012_R2_P11.tif	TREMIE	date 4	09/05/2012	2	11	MB	10	13	23.2	0.7	10.2	9.3	2	0	0.059579	0.10107	0.15071	0.35192	0.47888	0.56	0.5459	0.53438	0.53302	0.5017	0.45256	0.43239	0.42569	0.39824	0.47194	0.52234	0.5809	0.59505	0.64812	0.50078
ABICHOU	Lamina2Shape	27-Aug-2012 12:03:11	09052012_R2_P11.tif	TREMIE	date 4	09/05/2012	2	11	MB	11	13	23.3	1.4	24.2	23.9	1	0	0.13977	0.23285	0.44282	0.68671	0.8035	0.89128	1.0401	1.1895	1.2849	1.3243	1.3555	1.3629	1.3418	1.317	1.3131	1.2958	1.1691	1.1153	1.0072	0.64447
ABICHOU	Lamina2Shape	27-Aug-2012 12:03:11	09052012_R2_P11.tif	TREMIE	date 4	09/05/2012	2	11	MB	12	13	20.5	1.3	20.2	20.1	2	0	0.21053	0.5298	0.66641	0.73041	0.80828	0.96073	1.0545	1.1413	1.2392	1.2685	1.1494	1.0691	1.0455	1.0707	1.1327	1.1281	1.1904	1.2401	1.1462	0.87626
ABICHOU	Lamina2Shape	27-Aug-2012 12:03:11	09052012_R2_P11.tif	TREMIE	date 4	09/05/2012	2	11	MB	13	13	13.4	1.3	10.3	10.3	2	0	0.11582	0.20444	0.33469	0.40486	0.46613	0.51743	0.56166	0.60875	0.66535	0.73109	0.79708	0.85804	0.94165	1.0268	1.1207	1.2185	1.2954	1.3591	1.2886	1.1242
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	MB	13	13	15	1.4	15	15	1	0	0.18465	0.16594	0.29261	0.44188	0.58352	0.75199	0.91531	1.063	1.1708	1.2804	1.347	1.3304	1.3091	1.335	1.3454	1.3539	1.3683	1.3731	1.3216	0.94064
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	MB	12	13	24.9	1.5	28.7	28.6	1	0	0.12971	0.39414	0.6595	0.89298	1.0386	1.2259	1.362	1.4674	1.548	1.5082	1.4495	1.364	1.2429	1.297	1.2383	1.2293	1.2219	1.1377	1.1122	0.95939
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	MB	11	13	23.8	1.3	23	21.6	2	0	0.12776	0.20928	0.32898	0.42809	0.57111	0.78617	1.0064	1.1604	1.2069	1.2412	1.2536	1.2754	1.3314	1.2867	1.2818	1.2558	1.2248	1.1824	1.1091	0.67839
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	MB	10	13	18.9	0.9	12.3	11.7	2	0	0.095437	0.18357	0.25779	0.38233	0.59823	0.75191	0.83917	0.84048	0.85069	0.8673	0.8175	0.82246	0.79242	0.79972	0.7962	0.81709	0.69293	0.60011	0.76746	0.46801
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	MB	9	13	14.6	0.6	6.5	0.1	3	0	0.14426	0.23898	0.2214	0.28516	0.43981	0.62499	0.60974	0.50599	0.56461	0.5173	0.51185	0.57376	0.55419	0.47904	0.49949	0.48454	0.41634	0.4252	0.35822	0.18353
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	Talle	NA	NA	14.1	1.6	15.2	15.2	2	0	0.16028	0.22402	0.27613	0.41984	0.58531	0.74327	0.87509	1.0106	1.158	1.3479	1.5434	1.6474	1.5694	1.5071	1.4692	1.476	1.4395	1.4084	1.3165	1.1758
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	Talle	NA	NA	19.1	1.2	18.2	18.2	2	0	0.16988	0.39596	0.50793	0.62038	0.76229	0.86666	0.95026	0.9959	1.0453	1.1116	1.1546	1.1615	1.137	1.1242	1.1667	1.1938	1.2098	1.2518	1.1335	0.86231
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	Talle	NA	NA	22.3	1.1	18.9	18.7	2	0	0.11183	0.22164	0.35823	0.52269	0.72899	0.86462	0.94711	1.0115	1.0674	1.0811	1.1325	1.1528	1.0936	1.0641	0.99432	1.0015	0.95473	0.88578	0.92363	0.82921
ABICHOU	Lamina2Shape	27-Aug-2012 12:09:45	09052012_R2_P12.tif	TREMIE	date 4	09/05/2012	2	12	Talle	NA	NA	20.8	0.7	10.7	10.3	2	0	0.19489	0.29742	0.31325	0.29154	0.36744	0.47062	0.54909	0.54009	0.54675	0.60947	0.57314	0.65175	0.64862	0.57797	0.58905	0.65552	0.69716	0.65498	0.65393	0.49823
