"inerv","label","Source","plant","rank","ranktop","relative_ranktop","Nflig","HS","age","lmax","wmax","A","Agr","mass","stat","phiP"
586,"Rht2","field_040210",18,2,10,4,3,4.31557569773926,3.31557569773926,8.8602,0.46802,3.3892,3.1353,NA,1,1.56376960374147
587,"Rht2","field_040210",18,3,9,3,3,4.31557569773926,2.31557569773926,8.5668,0.5165,3.4312,3.4023,0.01506,1,1.56376960374147
588,"Rht2","field_040210",18,1,11,5,3,4.31557569773926,4.31557569773926,7.4916,0.50461,3.273,2.7243,0.01445,1,1.56376960374147
589,"Rht2","field_040210",19,1,11,4,3,3.77137956378672,3.77137956378672,7.091,0.38567,2.4244,1.2502,0.00984,1,1.29921987418846
590,"Rht2","field_040210",19,4,8,1,3,3.77137956378672,0.771379563786723,5.5024,0.48211,1.6664,1.6061,NA,3,1.29921987418846
591,"Rht2","field_040210",19,2,10,3,3,3.77137956378672,2.77137956378672,9.4125,0.37151,2.8583,2.5988,NA,1,1.29921987418846
592,"Rht2","field_040210",19,3,9,2,3,3.77137956378672,1.77137956378672,9.0723,0.45246,3.251,3.2145,0.01259,1,1.29921987418846
593,"Rht2","field_040210",2,3,9,2,3,3.76505830163482,1.76505830163482,11.9029,0.52346,4.6143,4.3696,0.0189,2,1.54952289970594
594,"Rht2","field_040210",2,1,11,4,3,3.76505830163482,3.76505830163482,8.8616,0.47469,3.752,3.17,0.01391,1,1.54952289970594
595,"Rht2","field_040210",2,4,8,1,3,3.76505830163482,0.765058301634817,6.8311,0.40985,2.2305,2.2249,NA,3,1.54952289970594
596,"Rht2","field_040210",2,2,10,3,3,3.76505830163482,2.76505830163482,11.267,0.45987,4.1915,4.1325,NA,1,1.54952289970594
597,"Rht2","field_040210",20,4,8,2,3,4.30867418123264,1.30867418123264,5.9154,0.54686,2.448,2.4353,NA,3,1.2123262867886
598,"Rht2","field_040210",20,1,11,5,3,4.30867418123264,4.30867418123264,7.042,0.49085,3.04,2.5116,0.01279,1,1.2123262867886
599,"Rht2","field_040210",20,5,7,1,3,4.30867418123264,0.308674181232636,2.0787,0.27896,0.42186,0.42158,NA,3,1.2123262867886
600,"Rht2","field_040210",20,2,10,4,3,4.30867418123264,3.30867418123264,8.3413,0.50455,3.2817,2.9435,NA,1,1.2123262867886
601,"Rht2","field_040210",20,3,9,3,3,4.30867418123264,2.30867418123264,6.0105,0.51957,2.7218,2.47,0.01412,3,1.2123262867886
602,"Rht2","field_040210",3,1,11,4,3,3.85091397375039,3.85091397375039,8.8598,0.45167,3.4576,3.2118,0.0139,1,1.69557773559015
603,"Rht2","field_040210",3,4,8,1,3,3.85091397375039,0.850913973750385,7.4143,0.49007,2.6839,2.6543,NA,3,1.69557773559015
604,"Rht2","field_040210",3,3,9,2,3,3.85091397375039,1.85091397375039,11.2182,0.52284,4.348,4.1839,0.018,1,1.69557773559015
605,"Rht2","field_040210",3,2,10,3,3,3.85091397375039,2.85091397375039,11.1189,0.46479,4.0792,3.3698,NA,1,1.69557773559015
606,"Rht2","field_040210",4,1,11,5,3,3.81380407907202,3.81380407907202,7.7825,0.49005,3.2702,2.7812,0.01284,1,1.88745112181498
607,"Rht2","field_040210",4,3,9,3,3,3.81380407907202,1.81380407907202,10.3629,0.5239,3.9675,3.6545,0.0154,1,1.88745112181498
608,"Rht2","field_040210",4,2,10,4,3,3.81380407907202,2.81380407907202,10.0993,0.46375,3.6769,3.4652,NA,1,1.88745112181498
609,"Rht2","field_040210",4,4,8,2,3,3.81380407907202,0.813804079072018,6.4064,0.48726,2.2299,2.2158,NA,3,1.88745112181498
610,"Rht2","field_040210",5,4,8,1,3,3.75543961817437,0.755439618174373,5.6151,0.41766,1.7541,1.7476,NA,3,1.64995879604295
611,"Rht2","field_040210",5,3,9,2,3,3.75543961817437,1.75543961817437,9.8097,0.43896,3.401,3.3805,0.014,1,1.64995879604295
612,"Rht2","field_040210",5,2,10,3,3,3.75543961817437,2.75543961817437,9.0583,0.42111,2.9654,2.8916,NA,1,1.64995879604295
613,"Rht2","field_040210",5,1,11,4,3,3.75543961817437,3.75543961817437,7.713,0.41954,2.879,2.6131,0.01155,1,1.64995879604295
614,"Rht2","field_040210",6,4,8,2,3,3.88890582827215,0.88890582827215,6.9583,0.46804,2.3052,2.2574,NA,3,1.51881039876413
615,"Rht2","field_040210",6,3,9,3,3,3.88890582827215,1.88890582827215,10.715,0.53786,4.1737,3.6384,0.01734,1,1.51881039876413
616,"Rht2","field_040210",6,1,11,5,3,3.88890582827215,3.88890582827215,7.1649,0.47827,3.0338,2.3815,0.01302,1,1.51881039876413
617,"Rht2","field_040210",6,2,10,4,3,3.88890582827215,2.88890582827215,10.3554,0.46163,3.7283,3.5862,NA,1,1.51881039876413
618,"Rht2","field_040210",7,1,12,5,3,4.41166548307847,4.41166548307847,7.0634,0.47328,2.9452,2.1642,0.01343,1,1.61349022801151
619,"Rht2","field_040210",7,5,8,1,3,4.41166548307847,0.411665483078465,3.0476,0.33501,0.67656,0.6734,NA,3,1.61349022801151
620,"Rht2","field_040210",7,3,10,3,3,4.41166548307847,2.41166548307847,9.2537,0.56337,3.9938,3.9507,0.01588,1,1.61349022801151
621,"Rht2","field_040210",7,4,9,2,3,4.41166548307847,1.41166548307847,8.4276,0.53728,3.5738,3.5016,NA,1,1.61349022801151
622,"Rht2","field_040210",7,2,11,4,3,4.41166548307847,3.41166548307847,8.9301,0.5075,3.348,2.8525,NA,2,1.61349022801151
623,"Rht2","field_040210",8,4,8,2,3,3.98863197048767,0.988631970487672,7.1443,0.48218,2.6997,2.6644,NA,3,1.38854390191943
624,"Rht2","field_040210",8,3,9,3,3,3.98863197048767,1.98863197048767,9.8095,0.50603,3.7779,3.6437,0.01609,1,1.38854390191943
625,"Rht2","field_040210",8,1,11,5,3,3.98863197048767,3.98863197048767,6.9572,0.49505,3.0634,2.3127,0.01316,1,1.38854390191943
626,"Rht2","field_040210",8,2,10,4,3,3.98863197048767,2.98863197048767,9.214,0.46157,3.4323,2.987,NA,1,1.38854390191943
627,"Rht2","field_040210",9,1,11,5,3,3.83991223511904,3.83991223511904,6.9033,0.47184,2.8882,2.3379,0.01146,1,1.57186671074388
628,"Rht2","field_040210",9,3,9,3,3,3.83991223511904,1.83991223511904,9.7723,0.48864,3.8304,3.6036,0.01564,1,1.57186671074388
629,"Rht2","field_040210",9,2,10,4,3,3.83991223511904,2.83991223511904,8.7992,0.4475,3.1982,3.0196,NA,1,1.57186671074388
630,"Rht2","field_040210",9,4,8,2,3,3.83991223511904,0.839912235119042,5.9549,0.48742,2.1508,2.1325,NA,3,1.57186671074388
631,"Rht2","field_230310",1,6,6,1,5,6,1,6.8033,0.64464,3.165,3.163,0.005,3,1.62730824187983
632,"Rht2","field_230310",1,5,7,2,5,6,2,6.6104,0.55875,3.0444,2.9659,0.007,1,1.62730824187983
633,"Rht2","field_230310",1,4,8,3,5,6,3,5.9872,0.49172,2.2312,1.3834,NA,2,1.62730824187983
634,"Rht2","field_230310",10,5,7,3,6,6.34698308925973,2.34698308925973,8.9502,0.71285,5.2573,5.0311,0.016,1,1.57772809496412
635,"Rht2","field_230310",10,6,6,2,6,6.34698308925973,1.34698308925973,10.0345,0.86627,6.9945,6.9575,NA,1,1.57772809496412
636,"Rht2","field_230310",10,4,8,4,6,6.34698308925973,3.34698308925973,8.1299,0.6515,4.0522,1.8358,NA,2,1.57772809496412
637,"Rht2","field_230310",10,7,5,1,6,6.34698308925973,0.346983089259733,4.2397,0.41563,1.209,1.207,NA,3,1.57772809496412
638,"Rht2","field_230310",11,4,8,4,6,6.37875578901977,3.37875578901977,7.6143,0.52678,3.1027,0.9281,NA,2,1.49687563635144
639,"Rht2","field_230310",11,6,6,2,6,6.37875578901977,1.37875578901977,8.6807,0.76492,5.1854,5.1803,NA,1,1.49687563635144
640,"Rht2","field_230310",11,7,5,1,6,6.37875578901977,0.378755789019765,4.1192,0.33569,1.0117,1.0113,NA,3,1.49687563635144
641,"Rht2","field_230310",11,5,7,3,6,6.37875578901977,2.37875578901977,7.822,0.64914,4.1193,3.9036,0.011,1,1.49687563635144
642,"Rht2","field_230310",12,5,7,3,6,6.70179317717784,2.70179317717784,7.4906,0.65294,3.9981,3.4442,0.011,1,1.64350209280499
643,"Rht2","field_230310",12,6,6,2,6,6.70179317717784,1.70179317717784,8.401,0.75356,5.0972,5.0877,0.016,1,1.64350209280499
644,"Rht2","field_230310",12,7,5,1,6,6.70179317717784,0.701793177177835,7.5121,0.70989,4.1604,4.153,NA,3,1.64350209280499
645,"Rht2","field_230310",12,4,8,4,6,6.70179317717784,3.70179317717784,7.8307,0.56032,3.2308,0.82036,NA,2,1.64350209280499
646,"Rht2","field_230310",13,4,9,4,6,6.73114244610614,3.73114244610614,7.6332,0.5455,3.3054,1.2217,NA,2,1.75588099206503
647,"Rht2","field_230310",13,6,7,2,6,6.73114244610614,1.73114244610614,9.0296,0.7677,5.6281,5.6169,0.022,1,1.75588099206503
648,"Rht2","field_230310",13,7,6,1,6,6.73114244610614,0.731142446106137,7.6255,0.9558,5.6603,5.6418,NA,3,1.75588099206503
649,"Rht2","field_230310",13,5,8,3,6,6.73114244610614,2.73114244610614,7.5118,0.65565,4.0219,3.6523,0.014,1,1.75588099206503
650,"Rht2","field_230310",14,7,5,1,6,6.39766164175986,0.397661641759859,3.7704,0.34795,1.0151,1.0145,NA,3,1.35508680850601
651,"Rht2","field_230310",14,5,7,3,6,6.39766164175986,2.39766164175986,6.7189,0.61146,3.2244,3.0867,0.009,1,1.35508680850601
652,"Rht2","field_230310",14,4,8,4,6,6.39766164175986,3.39766164175986,6.5701,0.48803,1.6982,0.22588,NA,2,1.35508680850601
653,"Rht2","field_230310",14,6,6,2,6,6.39766164175986,1.39766164175986,7.7405,0.6682,4.0922,4.0819,NA,1,1.35508680850601
654,"Rht2","field_230310",15,4,8,3,5,5,2,7.884,0.55034,3.4264,2.1247,NA,2,1.66440908479223
655,"Rht2","field_230310",15,5,7,2,5,5,1,8.7211,0.677,4.8924,4.8488,0.018,1,1.66440908479223
656,"Rht2","field_230310",16,7,5,1,6,6.61264753636004,0.612647536360039,6.0997,0.79436,3.8279,3.8145,NA,3,1.63925520727637
657,"Rht2","field_230310",16,6,6,2,6,6.61264753636004,1.61264753636004,7.4496,0.7448,4.7817,4.7776,NA,3,1.63925520727637
658,"Rht2","field_230310",16,4,8,4,6,6.61264753636004,3.61264753636004,7.214,0.55125,2.9577,0.46796,NA,2,1.63925520727637
659,"Rht2","field_230310",16,5,7,3,6,6.61264753636004,2.61264753636004,7.401,0.63588,3.9226,3.4508,0.011,1,1.63925520727637
660,"Rht2","field_230310",17,3,9,5,5,6,4,10.482,0.46486,2.8707,0.78201,NA,3,1.54884645058424
661,"Rht2","field_230310",17,4,8,4,5,6,3,8.5238,0.55119,3.7532,1.8285,NA,2,1.54884645058424
662,"Rht2","field_230310",17,5,7,3,5,6,2,9.1395,0.70681,5.1948,5.1312,0.017,1,1.54884645058424
663,"Rht2","field_230310",17,6,6,2,5,6,1,10.2956,0.88184,7.0982,7.0936,NA,3,1.54884645058424
664,"Rht2","field_230310",18,5,7,3,5,6,2,8.6428,0.66739,4.7453,4.729,0.017,1,1.48735835099806
665,"Rht2","field_230310",18,3,9,5,5,6,4,10.203,0.47908,3.3895,1.1004,NA,2,1.48735835099806
666,"Rht2","field_230310",18,4,8,4,5,6,3,8.0351,0.53508,3.4034,2.431,NA,2,1.48735835099806
667,"Rht2","field_230310",18,6,6,2,5,6,1,9.6838,0.78024,6.1492,6.1378,NA,3,1.48735835099806
668,"Rht2","field_230310",19,6,6,2,6,6.67939310665288,1.67939310665288,8.3388,0.71136,4.8981,4.8826,0.018,1,1.60594012524943
669,"Rht2","field_230310",19,4,8,4,6,6.67939310665288,3.67939310665288,7.754,0.59145,3.3747,1.8945,NA,2,1.60594012524943
670,"Rht2","field_230310",19,7,5,1,6,6.67939310665288,0.67939310665288,7.1569,0.85379,4.6137,4.6112,NA,3,1.60594012524943
671,"Rht2","field_230310",19,5,7,3,6,6.67939310665288,2.67939310665288,7.2517,0.63248,3.7083,3.5312,0.012,1,1.60594012524943
672,"Rht2","field_230310",2,3,10,5,6,6.27482258570375,4.27482258570375,9.9413,0.37116,2.2191,0.00043011,NA,3,1.55176425104562
673,"Rht2","field_230310",2,5,8,3,6,6.27482258570375,2.27482258570375,8.1396,0.64539,4.1321,3.6272,0.013,1,1.55176425104562
674,"Rht2","field_230310",2,4,9,4,6,6.27482258570375,3.27482258570375,8.2425,0.49261,3.1543,0.99527,NA,2,1.55176425104562
675,"Rht2","field_230310",2,7,6,1,6,6.27482258570375,0.27482258570375,2.9802,0.14781,0.33986,0.3395,NA,3,1.55176425104562
676,"Rht2","field_230310",2,6,7,2,6,6.27482258570375,1.27482258570375,8.8614,0.72432,4.9888,4.9715,0.016,1,1.55176425104562
677,"Rht2","field_230310",20,6,6,2,5,6.20928576592339,1.20928576592339,10.4724,0.89844,7.3393,7.3364,NA,3,1.68877993920227
678,"Rht2","field_230310",20,4,8,4,5,6.20928576592339,3.20928576592339,8.5959,0.57551,3.4186,2.052,NA,2,1.68877993920227
679,"Rht2","field_230310",20,7,5,1,5,6.20928576592339,0.209285765923394,2.5532,0.13746,0.26502,0.26495,NA,3,1.68877993920227
680,"Rht2","field_230310",20,5,7,3,5,6.20928576592339,2.20928576592339,9.2702,0.70963,5.2449,4.9095,0.018,1,1.68877993920227
681,"Rht2","field_230310",3,7,5,1,6,6.48260294126512,0.482602941265122,4.9918,0.49349,1.813,1.8111,NA,3,1.57298748902098
682,"Rht2","field_230310",3,5,7,3,6,6.48260294126512,2.48260294126512,7.4205,0.67176,4.0986,4.0082,0.013,1,1.57298748902098
683,"Rht2","field_230310",3,6,6,2,6,6.48260294126512,1.48260294126512,8.0411,0.73763,4.8426,4.826,0.015,1,1.57298748902098
684,"Rht2","field_230310",3,4,8,4,6,6.48260294126512,3.48260294126512,7.4648,0.57929,2.6331,0.89498,NA,2,1.57298748902098
685,"Rht2","field_230310",4,6,6,2,6,6.62712868074346,1.62712868074346,7.9753,0.82022,5.1814,5.1631,0.017,1,1.76290240775574
686,"Rht2","field_230310",4,5,7,3,6,6.62712868074346,2.62712868074346,7.0709,0.66371,3.9,3.3987,0.012,1,1.76290240775574
687,"Rht2","field_230310",4,4,8,4,6,6.62712868074346,3.62712868074346,6.9814,0.5008,2.8199,0.11986,NA,2,1.76290240775574
688,"Rht2","field_230310",4,7,5,1,6,6.62712868074346,0.627128680743464,6.2297,0.70802,2.9836,2.9751,NA,3,1.76290240775574
689,"Rht2","field_230310",5,7,5,1,6,6.45738466592851,0.457384665928514,4.9736,0.55234,1.7748,1.7613,NA,3,1.54276740832615
690,"Rht2","field_230310",5,6,6,2,6,6.45738466592851,1.45738466592851,8.5167,0.76157,5.1574,5.1002,0.016,1,1.54276740832615
691,"Rht2","field_230310",5,5,7,3,6,6.45738466592851,2.45738466592851,7.6305,0.65578,4.1538,3.8611,0.011,1,1.54276740832615
692,"Rht2","field_230310",5,4,8,4,6,6.45738466592851,3.45738466592851,7.9515,0.64255,3.5647,1.8266,NA,2,1.54276740832615
693,"Rht2","field_230310",6,5,7,3,5,6,2,8.8774,0.6824,4.9327,4.4645,0.017,1,1.6049516690616
694,"Rht2","field_230310",6,4,8,4,5,6,3,8.8607,0.53816,3.8215,3.0882,NA,2,1.6049516690616
695,"Rht2","field_230310",6,6,6,2,5,6,1,10.6066,0.88126,7.3514,7.3449,0.023,1,1.6049516690616
696,"Rht2","field_230310",7,5,7,3,6,6.56140268827616,2.56140268827616,7.2483,0.62745,3.7943,3.3112,0.011,1,1.53903573171773
697,"Rht2","field_230310",7,6,6,2,6,6.56140268827616,1.56140268827616,7.9381,0.74906,4.824,4.8148,0.016,1,1.53903573171773
698,"Rht2","field_230310",7,4,8,4,6,6.56140268827616,3.56140268827616,7.1623,0.54724,2.8414,0.55118,NA,2,1.53903573171773
699,"Rht2","field_230310",7,7,5,1,6,6.56140268827616,0.561402688276159,5.6592,0.66839,2.7097,2.7051,NA,3,1.53903573171773
700,"Rht2","field_230310",8,6,7,1,5,5.70983412949577,0.709834129495765,5.848,0.40073,1.5429,1.5409,NA,3,1.58423780843693
701,"Rht2","field_230310",8,3,10,4,5,5.70983412949577,3.70983412949577,9.2665,0.444,2.293,0.73634,NA,2,1.58423780843693
702,"Rht2","field_230310",8,4,9,3,5,5.70983412949577,2.70983412949577,7.6821,0.4827,2.9836,2.8365,NA,1,1.58423780843693
703,"Rht2","field_230310",8,5,8,2,5,5.70983412949577,1.70983412949577,8.3908,0.5555,3.8345,3.7961,0.011,1,1.58423780843693
704,"Rht2","field_230310",9,3,9,4,5,5.94336068592743,3.94336068592743,11.632,0.4507,3.5915,0.92158,NA,2,1.66142520131163
705,"Rht2","field_230310",9,5,7,2,5,5.94336068592743,1.94336068592743,10.0366,0.67272,5.3411,5.2491,0.018,1,1.66142520131163
706,"Rht2","field_230310",9,4,8,3,5,5.94336068592743,2.94336068592743,8.566,0.57642,3.6702,2.934,NA,2,1.66142520131163
707,"Rht2","field_230310",9,6,6,1,5,5.94336068592743,0.943360685927428,8.9617,0.82316,5.6069,5.6023,NA,3,1.66142520131163
708,"Rht2","field_130410",14,6,6,4,8,8.62610025559567,3.62610025559567,5.0817,0.4303,1.5655,0.21204,NA,2,1.67187151772216
709,"Rht2","field_130410",14,7,5,3,8,8.62610025559567,2.62610025559567,6.1041,0.60513,3.1307,3.0457,0.0116,1,1.67187151772216
710,"Rht2","field_130410",14,8,4,2,8,8.62610025559567,1.62610025559567,10.1046,0.86207,7.1652,7.1591,NA,1,1.67187151772216
711,"Rht2","field_130410",14,9,3,1,8,8.62610025559567,0.626100255595674,6.7003,0.80186,4.2198,4.2193,NA,3,1.67187151772216
712,"Rht2","field_130410",16,7,5,3,7,7.72506840313189,1.72506840313189,14.1317,1.1262,12.7021,12.5147,0.0617,1,1.52322468728792
713,"Rht2","field_130410",16,8,4,2,7,7.72506840313189,0.72506840313189,14.5032,1.2136,13.9524,13.9051,NA,3,1.52322468728792
714,"Rht2","field_130410",16,6,6,4,7,7.72506840313189,2.72506840313189,9.9015,0.89025,6.6867,5.6893,NA,1,1.52322468728792
715,"Rht2","field_130410",17,6,7,4,8,8.30765662608865,3.30765662608865,7.3401,0.74247,3.7943,2.5267,NA,2,1.62877788607883
716,"Rht2","field_130410",17,8,5,2,8,8.30765662608865,1.30765662608865,16.0588,1.1401,15.4838,15.4293,NA,1,1.62877788607883
717,"Rht2","field_130410",17,9,4,1,8,8.30765662608865,0.307656626088653,5.3856,0.22123,0.93147,0.93125,NA,3,1.62877788607883
718,"Rht2","field_130410",17,7,6,3,8,8.30765662608865,2.30765662608865,9.7643,0.91124,7.2138,7.104,0.0273,1,1.62877788607883
719,"Rht2","field_130410",18,6,6,4,7,8,3,8.6116,0.76735,5.2675,4.9923,NA,1,1.6108275738137
720,"Rht2","field_130410",18,8,4,2,7,8,1,17.2796,1.2851,17.6367,17.6304,NA,3,1.6108275738137
721,"Rht2","field_130410",18,7,5,3,7,8,2,11.1709,0.97685,8.8163,8.5508,0.0361,1,1.6108275738137
722,"Rht2","field_130410",19,8,5,2,7,7.94467816215916,0.94467816215916,16.2378,1.2963,15.7983,15.7876,NA,3,1.54537452976993
723,"Rht2","field_130410",19,6,7,4,7,7.94467816215916,2.94467816215916,8.9218,0.7863,5.5386,5.408,NA,1,1.54537452976993
724,"Rht2","field_130410",19,7,6,3,7,7.94467816215916,1.94467816215916,12.3177,1.0486,10.1125,10.0058,0.042,1,1.54537452976993
725,"Rht2","field_130410",20,8,4,2,8,8.36399999287959,1.36399999287959,16.2248,1.198,16.2603,16.2275,NA,1,1.54138161473836
726,"Rht2","field_130410",20,6,6,4,8,8.36399999287959,3.36399999287959,8.3152,0.83932,5.2156,4.2016,NA,2,1.54138161473836
727,"Rht2","field_130410",20,7,5,3,8,8.36399999287959,2.36399999287959,10.8089,0.9891,8.7906,8.7563,0.0368,1,1.54138161473836
728,"Rht2","field_130410",20,9,3,1,8,8.36399999287959,0.363999992879593,6.4943,0.75324,3.6511,3.6497,NA,3,1.54138161473836
729,"Rht2","field_130410",32,6,7,4,8,8.28494527691115,3.28494527691115,6.7741,0.70383,3.756,3.122,NA,1,1.67467258996206
730,"Rht2","field_130410",32,8,5,2,8,8.28494527691115,1.28494527691115,13.5415,1.1431,12.7476,12.7165,NA,1,1.67467258996206
731,"Rht2","field_130410",32,7,6,3,8,8.28494527691115,2.28494527691115,8.3887,0.84472,5.8579,5.7954,0.0239,1,1.67467258996206
732,"Rht2","field_130410",32,9,4,1,8,8.28494527691115,0.28494527691115,4.3542,0.62837,1.9035,1.9026,NA,3,1.67467258996206
733,"Rht2","field_130410",33,9,3,1,8,8.49070311405257,0.490703114052568,7.9263,0.87938,5.3578,5.356,NA,3,1.55576221306412
734,"Rht2","field_130410",33,8,4,2,8,8.49070311405257,1.49070311405257,15.0683,1.1176,14.0962,13.8799,NA,1,1.55576221306412
735,"Rht2","field_130410",33,7,5,3,8,8.49070311405257,2.49070311405257,9.7548,0.91453,7.2337,7.1294,0.0297,1,1.55576221306412
736,"Rht2","field_130410",33,6,6,4,8,8.49070311405257,3.49070311405257,7.3571,0.59862,2.7545,0.45699,NA,2,1.55576221306412
737,"Rht2","field_130410",34,6,6,4,7,7.81423955314026,2.81423955314026,8.5753,0.72056,4.8277,4.0748,NA,2,1.5132340429622
738,"Rht2","field_130410",34,7,5,3,7,7.81423955314026,1.81423955314026,11.5546,1.0144,9.311,9.1391,0.0409,1,1.5132340429622
739,"Rht2","field_130410",34,8,4,2,7,7.81423955314026,0.814239553140264,13.697,1.2676,13.7002,13.6733,NA,3,1.5132340429622
740,"Rht2","field_130410",35,8,4,1,7,7.74423739978106,0.744237399781058,11.592,1.101,9.8213,9.8145,NA,3,1.56955824034107
741,"Rht2","field_130410",35,7,5,2,7,7.74423739978106,1.74423739978106,11.7443,0.88252,8.6155,8.5598,0.0337,1,1.56955824034107
742,"Rht2","field_130410",35,6,6,3,7,7.74423739978106,2.74423739978106,7.1532,0.62798,3.6326,3.3161,NA,1,1.56955824034107
743,"Rht2","field_130410",36,9,3,1,8,8.29376521059164,0.293765210591641,5.3354,0.4914,2.1416,2.1415,NA,3,1.44661431163577
744,"Rht2","field_130410",36,8,4,2,8,8.29376521059164,1.29376521059164,17.1459,1.3189,17.9397,17.9196,NA,1,1.44661431163577
745,"Rht2","field_130410",36,6,6,4,8,8.29376521059164,3.29376521059164,8.3052,0.77824,4.6057,2.9589,NA,2,1.44661431163577
746,"Rht2","field_130410",36,7,5,3,8,8.29376521059164,2.29376521059164,10.7856,0.95325,8.518,8.4449,0.0388,1,1.44661431163577
747,"Rht2","field_130410",37,7,6,2,7,7.77691457716277,1.77691457716277,11.283,1.0597,9.4274,8.888,0.0404,1,1.50371276713309
748,"Rht2","field_130410",37,8,5,1,7,7.77691457716277,0.776914577162765,12.727,1.1859,12.1418,12.1361,NA,3,1.50371276713309
749,"Rht2","field_130410",37,6,7,3,7,7.77691457716277,2.77691457716277,8.8655,0.794,5.3019,4.6791,NA,2,1.50371276713309
750,"Rht2","field_130410",38,6,6,3,7,7.69338033922841,2.69338033922841,7.6534,0.63985,3.9642,3.8237,NA,1,1.60397057101413
751,"Rht2","field_130410",38,8,4,1,7,7.69338033922841,0.693380339228408,10.8628,1.0611,8.802,8.7963,NA,3,1.60397057101413
752,"Rht2","field_130410",38,7,5,2,7,7.69338033922841,1.69338033922841,11.2034,0.85328,8.1077,7.9601,0.0315,1,1.60397057101413
753,"Rht2","field_130410",39,8,4,1,7,7.60644952193196,0.606449521931965,10.8346,1.106,8.9406,8.9248,NA,3,1.5794947112266
754,"Rht2","field_130410",39,6,6,3,7,7.60644952193196,2.60644952193196,9.0939,0.75096,5.5315,5.2646,NA,1,1.5794947112266
755,"Rht2","field_130410",39,7,5,2,7,7.60644952193196,1.60644952193196,12.2895,1.0379,10.2156,10.0877,0.043,1,1.5794947112266
756,"Rht2","field_130410",40,8,4,2,8,8.55165986981188,1.55165986981188,12.5279,0.94778,9.842,9.8142,NA,1,1.57774632598946
757,"Rht2","field_130410",40,6,6,4,8,8.55165986981188,3.55165986981188,6.6388,0.65356,2.5462,0.10523,NA,2,1.57774632598946
758,"Rht2","field_130410",40,7,5,3,8,8.55165986981188,2.55165986981188,8.6532,0.73609,5.3067,4.8231,0.0228,1,1.57774632598946
759,"Rht2","field_130410",40,9,3,1,8,8.55165986981188,0.551659869811882,7.7783,0.96834,5.124,5.1136,NA,3,1.57774632598946
760,"Rht2","field_250510",1,9,3,3,11,13.5158935650666,5.51589356506662,16.8273,1.4159,19.0177,18.8287,0.0798,1,1.674423436189
761,"Rht2","field_250510",1,8,4,4,11,13.5158935650666,6.51589356506662,16.4023,1.2835,16.7177,16.5584,0.058,1,1.674423436189
762,"Rht2","field_250510",1,10,2,2,11,13.5158935650666,4.51589356506662,19.5234,1.5714,24.5066,24.4804,0.115,1,1.674423436189
763,"Rht2","field_250510",1,11,1,1,11,13.5158935650666,3.51589356506662,16.4083,1.9298,21.9193,21.8998,0.1075,1,1.674423436189
764,"Rht2","field_250510",10,8,4,4,11,13.5158935650666,6.51589356506662,18.2507,1.4191,20.6064,19.7588,NA,1,1.58185128046635
765,"Rht2","field_250510",10,9,3,3,11,13.5158935650666,5.51589356506662,17.8556,1.5186,21.3342,21.0848,NA,1,1.58185128046635
766,"Rht2","field_250510",10,10,2,2,11,13.5158935650666,4.51589356506662,20.6256,1.7102,28.2125,28.0428,NA,1,1.58185128046635
767,"Rht2","field_250510",10,11,1,1,11,13.5158935650666,3.51589356506662,16.7586,1.7284,22.0533,21.979,NA,1,1.58185128046635
768,"Rht2","field_250510",11,8,5,5,12,12.9124504893319,5.91245048933195,16.5915,1.0784,13.6508,11.8818,NA,1,1.62811249287743
769,"Rht2","field_250510",11,9,4,4,12,12.9124504893319,4.91245048933195,18.191,1.3194,18.5929,18.3713,0.0699,1,1.62811249287743
770,"Rht2","field_250510",11,10,3,3,12,12.9124504893319,3.91245048933195,17.1111,1.4269,18.8743,18.7467,0.0782,1,1.62811249287743
771,"Rht2","field_250510",11,12,1,1,12,12.9124504893319,1.91245048933195,11.9556,1.5166,13.5703,13.4156,0.0543,1,1.62811249287743
772,"Rht2","field_250510",11,11,2,2,12,12.9124504893319,2.91245048933195,18.9816,1.5555,23.2727,23.2433,0.1063,1,1.62811249287743
773,"Rht2","field_250510",2,9,3,3,11,13.5158935650666,5.51589356506662,19.2383,1.3893,20.7643,20.1154,NA,1,1.65805370478907
774,"Rht2","field_250510",2,10,2,2,11,13.5158935650666,4.51589356506662,19.6257,1.5661,24.4662,24.1572,NA,1,1.65805370478907
775,"Rht2","field_250510",2,11,1,1,11,13.5158935650666,3.51589356506662,18.7321,1.9104,26.1464,25.9367,NA,1,1.65805370478907
776,"Rht2","field_250510",21,9,3,3,11,13.5158935650666,5.51589356506662,15.5338,1.3904,17.3996,17.363,0.0769,1,1.57760899352622
777,"Rht2","field_250510",21,11,1,1,11,13.5158935650666,3.51589356506662,18.1447,1.8511,24.1846,24.1475,0.1219,1,1.57760899352622
778,"Rht2","field_250510",21,10,2,2,11,13.5158935650666,4.51589356506662,19.5083,1.6015,24.9733,24.9506,0.1195,1,1.57760899352622
779,"Rht2","field_250510",21,8,4,4,11,13.5158935650666,6.51589356506662,15.0913,1.3113,15.6459,15.6046,0.0647,1,1.57760899352622
780,"Rht2","field_250510",22,9,3,3,11,13.5158935650666,5.51589356506662,15.6885,1.4127,17.5725,17.3232,0.0744,1,1.55236143355164
