Date;var;Image;ID_Plant;ID_Axis;Organ;ID_Metamer_top;XY;Pt1;Pt2;Pt3;Pt4;Pt5;Pt6;Pt7;Pt8;Pt9;Pt10;Pt11;Pt12;Pt13;Pt14;Pt15;Pt16;Pt17;Pt18
29/04/2013;Tremie;P1040976;20;2;2;2;0;34,43;35,2;35,4;35,49;35,97;36,36;36,94;38,29;39,54;40,51;41,66;;;;;;;
29/04/2013;Tremie;P1040976;20;2;2;2;1;20,76;23,06;25,46;27,87;30,94;33,34;35,17;36,61;37,57;37,85;38,14;;;;;;;
29/04/2013;Tremie;P1040976;20;2;2;3;0;34,82;34,53;33,66;32,89;31,92;30,19;28,93;27,87;;;;;;;;;;
29/04/2013;Tremie;P1040976;20;2;2;3;1;14,13;15,57;17,21;19,03;20,66;22,39;23,64;25,08;;;;;;;;;;
29/04/2013;Tremie;P1040976;20;2;2;4;0;35,2;35,49;36,17;36,75;37,13;37,81;38,58;39,45;40,7;41,38;;;;;;;;
29/04/2013;Tremie;P1040976;20;2;2;4;1;6,64;7,6;8,66;10;11,25;12,4;13,36;13,84;14,04;13,94;;;;;;;;
29/04/2013;Tremie;P1040976;21;3;0;0;0;58,94;59,04;59,04;59,23;59,23;59,13;58,85;58,94;58,85;59,04;58,94;;;;;;;
29/04/2013;Tremie;P1040976;21;3;0;0;1;0;2,38;4,95;7,61;10,28;12,85;15,71;18,56;21,04;23,61;25,13;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;1;0;59,13;59,13;58,85;58,46;57,89;57,41;56,46;;;;;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;1;1;24,65;26,84;30,08;32,08;34,93;36,84;38,07;;;;;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;2;0;58,75;59,33;59,42;59,8;59,52;59,8;60,28;60,28;60,47;60,95;61,71;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;2;1;24,18;27,13;30,36;33,12;36,17;37,69;39,5;41,5;43,21;44,36;45,4;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;3;0;58,94;58,75;58,08;57,03;56,65;56,65;55,88;55,22;54,26;53,3;52,16;51,97;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;3;1;19,23;21,04;22,84;25,51;27,79;29,7;31,7;33,12;33,5;34,36;34,74;34,93;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;4;0;59,13;59,71;60,57;61,43;62,38;63,24;63,91;64,87;65,63;66,11;66,59;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;4;1;11,23;12,47;13,61;14,85;16,66;17,8;19,04;19,89;20,94;22,08;22,65;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;5;0;58,94;58,27;57,41;56,46;55,41;54,26;54,26;54,07;53,4;52,92;;;;;;;;
29/04/2013;Tremie;P1040976;21;3;2;5;1;5,71;7,52;8,19;8,47;8,47;7,8;6,38;5,14;4,09;3,05;;;;;;;;
29/04/2013;Tremie;P1040978;22;1;0;0;0;10,94;11,28;11,39;11,39;11,39;11,85;12,08;11,73;11,73;11,73;11,73;;;;;;;
29/04/2013;Tremie;P1040978;22;1;0;0;1;0,66;2,25;3,73;5,67;7,95;11,03;15,13;18,09;20,71;23,79;24,36;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;1;0;11,85;11,85;11,96;11,96;11,73;11,51;11,39;11,62;11,62;12,19;;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;1;1;23,45;25,5;28,24;30,86;33,48;36,33;39,86;42,94;45,22;47,38;;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;2;0;11,96;11,62;11,51;11,51;11,39;11,16;11,16;11,05;10,94;10,71;11,05;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;2;1;22,65;24,25;26,87;28,92;31,09;33,25;35,64;38,38;40,77;42,48;43,74;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;3;0;11,73;12,3;13,22;13,44;13,44;13,56;13,9;14,01;14,47;;;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;3;1;15,02;16,95;19,12;21,85;24,13;26,07;28,35;29,72;31,2;;;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;4;0;11,62;9,8;8,43;7,18;4,9;3,53;2,39;0;;;;;;;;;;
29/04/2013;Tremie;P1040978;22;1;2;4;1;8,52;9,43;10,8;12,17;13,19;13,76;14,22;15,02;;;;;;;;;;
29/04/2013;Tremie;P1040978;23;2;0;0;0;36,26;36,91;37,27;37,18;37,37;37,37;37,46;37,64;37,64;37,64;37,73;37,73;;;;;;
29/04/2013;Tremie;P1040978;23;2;0;0;1;0,74;2,85;5,15;7,81;10,66;12,5;15,53;18,02;19,67;20,87;21,88;23,71;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;1;0;37,83;37,92;37,64;37,55;37,18;37,09;36,45;36,17;35,53;34,52;;;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;1;1;21,78;24,08;26,38;28,59;32,08;36,12;38,42;41,18;42,83;44,3;;;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;2;0;37,46;38,01;38,56;39,39;39,57;39,85;40,58;40,95;41,32;41,59;41,5;;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;2;1;18,57;20,5;22,24;24,82;26,66;28,68;30,06;31,34;32,45;33,73;34,56;;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;3;0;37,27;37,09;36,26;35,71;35,25;34,61;34,24;33,78;33,69;;;;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;3;1;10,75;11,58;13,24;15,17;16,27;17,37;18,93;19,95;21,14;;;;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;4;0;37,18;37,64;38,38;39,66;40,31;40,67;41,5;41,68;42,33;;;;;;;;;
29/04/2013;Tremie;P1040978;23;2;2;4;1;5,88;6,89;8,27;8,55;8,82;8,18;7,54;6,62;5,7;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;0;0;0;59,6;60,34;60,24;60,24;60,34;59,69;59,51;59,33;59,05;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;0;0;1;0;1,75;3,95;5,97;8,82;12,04;15,53;18,11;20,5;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;1;0;59,14;58,87;58,31;57,21;56,66;55,83;55,19;54,92;;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;1;1;20,13;22,24;24,54;27,94;30,24;32,26;34,1;35,57;;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;2;0;59,33;59,33;58,68;58,41;57,76;57,12;56,48;55,28;54,09;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;2;1;18,84;20,96;24,36;27,12;29,69;32,08;34,29;35,3;36,49;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;3;0;59,88;59,14;58,59;58,13;56,84;55,93;54,82;53,26;52,25;51,24;49,77;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;3;1;13,24;14,52;15,63;16,45;17,46;18,75;19,58;20,59;21,51;22,15;22,43;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;4;0;60,24;60,7;61,16;62,17;63,09;63,55;64,1;65,67;;;;;;;;;;
29/04/2013;Tremie;P1040978;24;3;2;4;1;7,72;9,65;11,12;12,68;14,52;15,72;17,1;18,02;;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;0;0;0;6,88;7,13;7,13;7,22;6,88;6,8;6,71;6,71;6,71;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;0;0;1;1,76;3,52;5,62;8,4;11,5;14,02;16,63;18,31;22,17;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;1;0;6,71;6,97;6,97;7,13;7,13;;;;;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;1;1;22,42;24,02;25,78;26,96;27,71;;;;;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;2;0;6,63;6,55;6,29;6,13;6,13;5,87;5,79;5,79;5,54;5,37;5,37;5,46;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;2;1;21,16;22,84;24,52;27,29;29,56;31,58;33,42;35,61;37,62;39,22;40,73;41,24;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;3;0;6,71;7,39;7,72;8,06;8,14;7,89;7,89;7,89;7,3;6,63;5,87;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;3;1;18,98;20,83;23,77;25,61;27,54;29,81;30,82;32,42;33,34;34,1;35,02;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;4;0;6,71;6,13;5,29;4,53;3,78;3,11;2,27;1,34;0;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;4;1;12,17;13,43;14,69;15,87;17,47;18,56;19,65;20,24;20,99;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;5;0;7,22;7,55;8,14;8,9;8,9;9,4;9,65;10,66;;;;;;;;;;
29/04/2013;Tremie;P1040979;25;1;2;5;1;6,88;7,98;9,07;10,16;11,25;12,51;13,18;13,52;;;;;;;;;;
29/04/2013;Tremie;P1040979;26;2;0;0;0;31,98;31,98;31,98;32,06;32,23;32,31;32,4;32,48;32,65;32,73;32,73;;;;;;;
29/04/2013;Tremie;P1040979;26;2;0;0;1;1;2,77;5,37;7,05;9,65;11,92;13,94;15,87;17,63;20,07;21,83;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;1;0;32,73;32,73;32,48;32,23;31,64;31,39;31,3;30,97;30,97;31,22;;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;1;1;21,33;22,67;24,52;27,21;29,56;31,16;33;34,85;35,86;36,53;;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;2;0;32,31;32,65;32,9;33,07;33,65;33,99;33,99;33,99;33,91;33,57;33,49;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;2;1;20,07;21,5;23,35;24,86;27,04;29,81;32,58;34,6;36,03;37,54;39,14;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;3;0;32,4;32,06;30,97;29,88;28,95;27,95;27,53;27,53;27,78;;;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;3;1;15,7;16,79;18,22;20,15;22;24,02;25,53;26,87;27,63;;;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;4;0;32,23;32,98;33,4;33,82;34,41;34,83;35,08;36,17;37,1;37,52;;;;;;;;
29/04/2013;Tremie;P1040979;26;2;2;4;1;9,4;11;12,26;13,85;14,95;16,21;17,05;18,14;18,73;19,06;;;;;;;;
29/04/2013;Tremie;P1040979;27;3;0;0;0;56,24;56,06;55,53;55,62;55,62;55,53;55,71;55,89;55,89;56,06;56,24;;;;;;;
29/04/2013;Tremie;P1040979;27;3;0;0;1;0;2,05;4,37;7,05;9,81;11,95;14,27;16,77;18,91;21,23;23,1;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;1;0;56,15;56,15;56,33;56,42;56,6;56,69;56,87;57,13;57,67;58,11;;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;1;1;21,67;23,46;27,29;30,15;33,27;35,76;37,9;40,58;42,63;44,15;;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;2;0;56,06;55,53;55,26;55,35;55,35;55,53;55,89;55,8;56,24;55,89;;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;2;1;18,82;20,87;22,83;25,24;27,74;30,77;32,91;34,78;35,85;36,66;;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;3;0;55,62;56,06;57,04;57,4;58,74;60,43;62,21;63,19;64,62;;;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;3;1;10,61;12,22;13,82;14,81;16,14;16,77;18,11;18,73;19,26;;;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;4;0;55,44;54,99;54,82;53,84;52,77;51,79;51,52;51,88;52,32;52,5;52,23;;;;;;;
29/04/2013;Tremie;P1040979;27;3;2;4;1;6,42;7,76;9,63;9,9;9,63;8,74;7,94;7,05;6,51;5,71;5,44;;;;;;;
29/04/2013;Tremie;P1040987;28;1;0;0;0;5,65;5,47;5,65;5,83;5,92;5,83;5,92;5,92;5,92;5,83;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;0;0;1;0,21;2,81;4,69;7,38;9,8;12,85;14,55;18,05;20,74;23,61;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;1;0;5,83;5,92;5,83;5,74;5,38;5,2;5,2;5,29;5,38;;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;1;1;22,27;24,78;27,91;30,96;34,46;37,33;39,75;42,62;44,15;;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;2;0;6,01;6,45;6,81;6,81;7,35;7,98;8,52;9,05;9,5;;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;2;1;21,64;24,33;27,29;28,9;31,5;35,54;38,5;40,29;43,07;;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;3;0;5,83;4,75;3,94;3,14;2,42;1,7;0,36;0;;;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;3;1;14,37;16,79;19,66;22,53;25,13;27,11;28,36;29,26;;;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;4;0;5,83;6,45;7,62;8,43;9,68;10,94;11,83;12,82;13,45;;;;;;;;;
29/04/2013;Tremie;P1040987;28;1;2;4;1;7,29;8,99;10,34;11,59;12,94;14,28;15,18;16,62;18,23;;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;0;0;0;29,13;29,4;29,4;29,31;29,31;29,49;29,67;29,67;29,76;29,76;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;0;0;1;0,74;3,16;6,75;9,8;13,21;15,72;17,96;20,92;22,09;22,71;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;1;0;29,58;29,85;29,85;29,49;29,58;29,67;29,67;29,85;;;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;1;1;22,35;24,87;30,07;33,12;35,54;37,6;39,21;40,74;;;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;2;0;29,49;30,21;30,39;30,57;30,75;31,02;31,1;31,37;;;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;2;1;21,28;23,34;26,66;29,71;33,29;35,81;38,76;40,65;;;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;3;0;29,49;28,59;27,43;26,17;25,28;24,47;23,66;23,13;22,68;;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;3;1;15;16,79;19,49;22,62;25,31;27,65;29,17;29,98;30,16;;;;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;4;0;29,22;29,94;30,57;31,46;32,45;32,81;33,26;33,88;34,87;36,21;37,38;37,65;;;;;;
29/04/2013;Tremie;P1040987;29;2;2;4;1;7,92;9,17;10,7;12,04;13,66;14,82;15,81;16,17;16,26;16,44;16,53;16,71;;;;;;
29/04/2013;Tremie;P1040987;30;3;0;0;0;55,27;55,27;55,1;55,01;54,74;54,83;;;;;;;;;;;;
29/04/2013;Tremie;P1040987;30;3;0;0;1;0;3,82;8,26;13,05;20,33;22,82;;;;;;;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;1;0;54,92;54,92;54,74;54,39;53,59;53,32;53,14;53,23;53,94;54,56;55,19;;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;1;1;21,49;23,89;26,64;28,95;31,61;34,1;36,76;39,25;41,29;42,8;44,22;;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;2;0;54,83;55,63;56,34;56,96;57,85;58,65;59,54;60,33;60,96;;;;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;2;1;20,42;22,38;25,48;27,7;30,9;34,19;36,58;38,36;39,51;;;;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;3;0;54,92;54,03;52,61;51,9;51,01;50,39;49,06;;;;;;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;3;1;13,23;14,83;17,49;20,42;22,55;24,77;26,55;;;;;;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;4;0;55,19;56,07;56,34;57,14;57,76;58,65;59,36;59,89;60,51;61,04;61,4;61,22;;;;;;
29/04/2013;Tremie;P1040987;30;3;2;4;1;6,66;7,28;8,35;9,77;10,74;11,81;12,61;13,23;13,76;15,18;15,89;16,43;;;;;;
