"Source","N","id_Axe","prelevement","rep","rank","stat","lmax","wmax","A_bl","A_bl_green","variety","nff","Nflig","Nfvis","stem_half_area"
"sampled_plants_090512",7,"MB","09/05/2012",1,12,1,23.8,1.6,29.1,29,"Tremie12",13,13,0,46.18141200777
"sampled_plants_090512",7,"MB","09/05/2012",1,13,1,14.4,1.8,18.5,18.3,"Tremie12",13,13,0,46.18141200777
"sampled_plants_090512",7,"MB","09/05/2012",1,11,2,24.8,1.5,26,25.1,"Tremie12",13,13,0,46.18141200777
"sampled_plants_090512",7,"MB","09/05/2012",1,10,2,22.7,1.3,20,18.8,"Tremie12",13,13,0,46.18141200777
"sampled_plants_090512",7,"MB","09/05/2012",1,9,3,19.1,1,13.8,11.5,"Tremie12",13,13,0,46.18141200777
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,20.6,0.6,7.6,7.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,22,1.2,18.8,18.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,23.8,1,15.7,15.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,19.1,0.7,9.1,5.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,23.4,1.1,17.8,15.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,14.1,1.6,17.6,17.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,15.6,0.4,4.7,2.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,22,0.8,13,12.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,19.6,1.3,19.7,19.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,24,1.5,27.1,26.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,20.2,1.7,27.1,27.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,16.9,1.5,19.8,19.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",7,"Talle","09/05/2012",1,NA,2,12.3,1.4,11.1,11.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",8,"MB","09/05/2012",1,11,3,24.7,1.4,18.2,17.5,"Tremie12",13,13,0,42.9769875011084
"sampled_plants_090512",8,"MB","09/05/2012",1,12,2,25.9,1.8,36.5,36.2,"Tremie12",13,13,0,42.9769875011084
"sampled_plants_090512",8,"MB","09/05/2012",1,13,1,16.8,1.8,23.6,23.6,"Tremie12",13,13,0,42.9769875011084
"sampled_plants_090512",8,"MB","09/05/2012",1,10,3,20.1,1,14.7,12.6,"Tremie12",13,13,0,42.9769875011084
"sampled_plants_090512",8,"Talle","09/05/2012",1,NA,2,16.5,2.1,24.1,24.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",8,"Talle","09/05/2012",1,NA,2,26.6,1.5,31.6,31.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",8,"Talle","09/05/2012",1,NA,2,20.7,0.7,11.3,7.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",8,"Talle","09/05/2012",1,NA,2,25.5,1.3,20.8,19.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",9,"MB","09/05/2012",1,11,2,22.5,1.4,23.8,22.9,"Tremie12",13,13,0,49.4800842940392
"sampled_plants_090512",9,"MB","09/05/2012",1,13,1,11,1.3,11,11,"Tremie12",13,13,0,49.4800842940392
"sampled_plants_090512",9,"MB","09/05/2012",1,10,2,23.1,1.1,15.6,12.7,"Tremie12",13,13,0,49.4800842940392
"sampled_plants_090512",9,"MB","09/05/2012",1,12,1,17.2,1.5,19.7,19.6,"Tremie12",13,13,0,49.4800842940392
"sampled_plants_090512",9,"MB","09/05/2012",1,9,3,21.7,0.8,11.7,6.5,"Tremie12",13,13,0,49.4800842940392
"sampled_plants_090512",9,"Talle","09/05/2012",1,NA,2,23.9,1.3,21,18.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",9,"Talle","09/05/2012",1,NA,2,20.2,1,12,8.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",9,"Talle","09/05/2012",1,NA,2,25.3,1.6,31.9,31.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",9,"Talle","09/05/2012",1,NA,2,14.7,1.8,19.4,19.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",10,"MB","09/05/2012",1,11,3,23.4,1.2,17.4,14.9,"Tremie12",13,13,0,42.2230052642468
"sampled_plants_090512",10,"MB","09/05/2012",1,12,1,24.3,1.6,30.2,29.7,"Tremie12",13,13,0,42.2230052642468
"sampled_plants_090512",10,"MB","09/05/2012",1,10,3,19.9,0.8,9.4,4,"Tremie12",13,13,0,42.2230052642468
"sampled_plants_090512",10,"MB","09/05/2012",1,13,1,14.3,1.9,19.9,19.9,"Tremie12",13,13,0,42.2230052642468
"sampled_plants_090512",10,"Talle","09/05/2012",1,NA,2,18.5,0.5,6.9,0.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",10,"Talle","09/05/2012",1,NA,2,22.2,1.1,16.7,14.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",10,"Talle","09/05/2012",1,NA,2,11.3,1.4,10.8,10.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",10,"Talle","09/05/2012",1,NA,2,21.2,1.3,20.8,20.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",10,"Talle","09/05/2012",1,NA,2,16.4,1.4,18.3,18.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",11,"MB","09/05/2012",2,12,2,20.5,1.3,20.2,20.1,"Tremie12",13,13,0,37.6221428230646
"sampled_plants_090512",11,"MB","09/05/2012",2,13,2,13.4,1.3,10.3,10.3,"Tremie12",13,13,0,37.6221428230646
"sampled_plants_090512",11,"MB","09/05/2012",2,10,2,23.2,0.7,10.2,9.3,"Tremie12",13,13,0,37.6221428230646
"sampled_plants_090512",11,"MB","09/05/2012",2,9,3,18.2,0.5,4.6,1,"Tremie12",13,13,0,37.6221428230646
"sampled_plants_090512",11,"MB","09/05/2012",2,11,1,23.3,1.4,24.2,23.9,"Tremie12",13,13,0,37.6221428230646
"sampled_plants_090512",12,"MB","09/05/2012",2,10,2,18.9,0.9,12.3,11.7,"Tremie12",13,13,0,43.9822971502571
"sampled_plants_090512",12,"MB","09/05/2012",2,11,2,23.8,1.3,23,21.6,"Tremie12",13,13,0,43.9822971502571
"sampled_plants_090512",12,"MB","09/05/2012",2,9,3,14.6,0.6,6.5,0.1,"Tremie12",13,13,0,43.9822971502571
"sampled_plants_090512",12,"MB","09/05/2012",2,13,1,15,1.4,15,15,"Tremie12",13,13,0,43.9822971502571
"sampled_plants_090512",12,"MB","09/05/2012",2,12,1,24.9,1.5,28.7,28.6,"Tremie12",13,13,0,43.9822971502571
"sampled_plants_090512",12,"Talle","09/05/2012",2,NA,2,20.8,0.7,10.7,10.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",12,"Talle","09/05/2012",2,NA,2,14.1,1.6,15.2,15.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",12,"Talle","09/05/2012",2,NA,2,19.1,1.2,18.2,18.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",12,"Talle","09/05/2012",2,NA,2,22.3,1.1,18.9,18.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",13,"MB","09/05/2012",2,12,1,19.6,1.9,28.3,28.2,"Tremie12",13,13,0,47.9140003562247
"sampled_plants_090512",13,"MB","09/05/2012",2,8,3,16,0.5,5.9,3.4,"Tremie12",13,13,0,47.9140003562247
"sampled_plants_090512",13,"MB","09/05/2012",2,9,2,21.4,1,16.5,16,"Tremie12",13,13,0,47.9140003562247
"sampled_plants_090512",13,"MB","09/05/2012",2,11,1,25.1,1.6,31.1,31,"Tremie12",13,13,0,47.9140003562247
"sampled_plants_090512",13,"MB","09/05/2012",2,10,2,25.3,1.5,24.3,23.8,"Tremie12",13,13,0,47.9140003562247
"sampled_plants_090512",13,"MB","09/05/2012",2,13,3,11.7,1.4,13.4,13.4,"Tremie12",13,13,0,47.9140003562247
"sampled_plants_090512",13,"Talle","09/05/2012",2,NA,2,17.8,0.8,9.2,4.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",13,"Talle","09/05/2012",2,NA,2,24.8,1.8,34.4,34,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",13,"Talle","09/05/2012",2,NA,2,14.4,1.7,18.4,18.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",13,"Talle","09/05/2012",2,NA,2,24.5,1.6,27.9,27.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",13,"Talle","09/05/2012",2,NA,2,20.5,1,13,11.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"MB","09/05/2012",2,10,2,19.5,1.3,18.2,15.6,"Tremie12",13,13,0,44.1236688196686
"sampled_plants_090512",14,"MB","09/05/2012",2,11,2,26.7,1.5,30.1,26.3,"Tremie12",13,13,0,44.1236688196686
"sampled_plants_090512",14,"MB","09/05/2012",2,12,1,26.4,2,39.8,39.4,"Tremie12",13,13,0,44.1236688196686
"sampled_plants_090512",14,"MB","09/05/2012",2,13,1,15.7,2.1,24.3,24.3,"Tremie12",13,13,0,44.1236688196686
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,3,15.9,0.6,7.2,7.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,9.7,1.3,9.2,9.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,15.7,1.9,22,22,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,24.1,1.3,22.9,22.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,21.4,0.8,10.4,8.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,15.5,1.5,18.6,18.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,22.1,1,17.6,17.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,24.1,1.5,27.8,27.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",14,"Talle","09/05/2012",2,NA,2,17.9,1.3,17.4,17.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",15,"MB","09/05/2012",2,10,2,21.5,1.2,19.7,18.5,"Tremie12",13,13,0,43.102651207252
"sampled_plants_090512",15,"MB","09/05/2012",2,13,1,11.3,1.8,14.6,14.6,"Tremie12",13,13,0,43.102651207252
"sampled_plants_090512",15,"MB","09/05/2012",2,12,1,22,1.8,29.7,29.7,"Tremie12",13,13,0,43.102651207252
"sampled_plants_090512",15,"MB","09/05/2012",2,11,2,23.9,1.5,24.5,23.9,"Tremie12",13,13,0,43.102651207252
"sampled_plants_090512",15,"Talle","09/05/2012",2,NA,2,23,1.4,23.9,23.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",15,"Talle","09/05/2012",2,NA,2,20.8,1.5,23.6,23.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",15,"Talle","09/05/2012",2,NA,2,12.5,1.6,14.1,14.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"MB","09/05/2012",2,13,1,14.8,2.1,23.4,23.4,"Tremie12",13,13,0,46.0211907824369
"sampled_plants_090512",16,"MB","09/05/2012",2,12,1,24.2,1.8,33.5,33.3,"Tremie12",13,13,0,46.0211907824369
"sampled_plants_090512",16,"MB","09/05/2012",2,11,2,23.8,1.7,28.6,27.4,"Tremie12",13,13,0,46.0211907824369
"sampled_plants_090512",16,"MB","09/05/2012",2,9,2,18.8,1.2,13,9.4,"Tremie12",13,13,0,46.0211907824369
"sampled_plants_090512",16,"MB","09/05/2012",2,NA,3,17,0.8,9.3,9.2,"Tremie12",13,13,0,46.0211907824369
"sampled_plants_090512",16,"MB","09/05/2012",2,10,2,22.3,1.5,23.9,22,"Tremie12",13,13,0,46.0211907824369
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,21,1.2,18.4,18.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,24.5,1,19.8,19.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,14.9,1.3,15,15,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,18.6,0.6,7.6,6.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,11.5,0.3,1.8,1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,21,1.6,25.9,25.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,24.7,1.3,24.9,24.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,20.9,1.1,13.8,12.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",16,"Talle","09/05/2012",2,NA,2,14.4,1.9,20.3,20.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",17,"MB","09/05/2012",2,13,1,11.7,1.7,14.7,14.7,"Tremie12",13,13,0,36.4032048734717
"sampled_plants_090512",17,"MB","09/05/2012",2,11,1,19.3,1.5,22.8,22.7,"Tremie12",13,13,0,36.4032048734717
"sampled_plants_090512",17,"MB","09/05/2012",2,10,2,19.7,1.4,19.7,19.2,"Tremie12",13,13,0,36.4032048734717
"sampled_plants_090512",17,"MB","09/05/2012",2,9,2,18,1,13.8,10.7,"Tremie12",13,13,0,36.4032048734717
"sampled_plants_090512",17,"MB","09/05/2012",2,12,1,16.8,1.7,21.5,21.5,"Tremie12",13,13,0,36.4032048734717
"sampled_plants_090512",17,"Talle","09/05/2012",2,NA,2,17.5,1.3,18.3,18.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",17,"Talle","09/05/2012",2,NA,2,16,1.5,19.1,19.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",17,"Talle","09/05/2012",2,NA,2,16.3,1,11.2,10.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",17,"Talle","09/05/2012",2,NA,2,18.2,1.3,17.3,17.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",17,"Talle","09/05/2012",2,NA,2,12.1,1.6,14.7,14.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",18,"MB","09/05/2012",2,9,2,19.4,1.2,15.9,13,"Tremie12",13,13,0,53.2185795518111
"sampled_plants_090512",18,"MB","09/05/2012",2,12,1,18.8,1.9,26.6,26.5,"Tremie12",13,13,0,53.2185795518111
"sampled_plants_090512",18,"MB","09/05/2012",2,13,1,10.9,1.7,13.8,13.8,"Tremie12",13,13,0,53.2185795518111
"sampled_plants_090512",18,"MB","09/05/2012",2,10,2,22.8,1.5,24.8,23.5,"Tremie12",13,13,0,53.2185795518111
"sampled_plants_090512",18,"MB","09/05/2012",2,11,1,22.7,1.7,30.3,29.9,"Tremie12",13,13,0,53.2185795518111
"sampled_plants_090512",18,"Talle","09/05/2012",2,NA,3,16.7,0.8,9,5.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",18,"Talle","09/05/2012",2,NA,2,11.1,0.5,4,1.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",18,"Talle","09/05/2012",2,NA,2,13.5,1.3,13.9,13.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",18,"Talle","09/05/2012",2,NA,2,19.2,1.6,22.5,22.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",18,"Talle","09/05/2012",2,NA,2,20.3,1.1,14.8,14.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",18,"Talle","09/05/2012",2,NA,2,20.8,1.5,24.1,23.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",19,"MB","09/05/2012",2,11,1,22.7,1.7,30.4,30.1,"Tremie12",13,13,0,48.7732259469815
"sampled_plants_090512",19,"MB","09/05/2012",2,12,1,20.1,1.7,26.8,26.7,"Tremie12",13,13,0,48.7732259469815
"sampled_plants_090512",19,"MB","09/05/2012",2,10,2,22.9,1.4,24.8,22.5,"Tremie12",13,13,0,48.7732259469815
"sampled_plants_090512",19,"MB","09/05/2012",2,9,2,19.5,1.2,17.8,14.7,"Tremie12",13,13,0,48.7732259469815
"sampled_plants_090512",19,"MB","09/05/2012",2,13,1,12,1.9,16.4,16.4,"Tremie12",13,13,0,48.7732259469815
"sampled_plants_090512",19,"Talle","09/05/2012",2,NA,2,14.4,2.1,21.4,21.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",19,"Talle","09/05/2012",2,NA,2,23.7,1.6,29.4,27.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",19,"Talle","09/05/2012",2,NA,2,19.5,1.4,20.7,19.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",19,"Talle","09/05/2012",2,NA,2,25.3,1.8,36.5,36.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"MB","09/05/2012",2,13,1,12.9,2,18,18,"Tremie12",13,13,0,43.5895980685584
"sampled_plants_090512",20,"MB","09/05/2012",2,11,2,22.2,1.6,24.6,23.3,"Tremie12",13,13,0,43.5895980685584
"sampled_plants_090512",20,"MB","09/05/2012",2,10,2,21.2,1.2,17.6,15.1,"Tremie12",13,13,0,43.5895980685584
"sampled_plants_090512",20,"MB","09/05/2012",2,9,3,17.5,0.9,10.6,0.7,"Tremie12",13,13,0,43.5895980685584
"sampled_plants_090512",20,"MB","09/05/2012",2,12,1,21.4,1.7,28.6,28.5,"Tremie12",13,13,0,43.5895980685584
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,21.7,1.6,26.8,26.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,18.8,1.7,23.4,23.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,11.5,1.4,11.7,11.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,23.7,2,36.1,35.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,16.7,2.1,25.9,25.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,16.6,0.9,10.9,7.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,21.4,1.2,14,12.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,17.8,1.3,16.5,13.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",20,"Talle","09/05/2012",2,NA,2,24.9,1.6,27.1,22.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",21,"MB","09/05/2012",3,13,1,14.8,2,21.9,21.9,"Tremie12",13,13,0,48.7025401122758
"sampled_plants_090512",21,"MB","09/05/2012",3,11,1,21,1.7,27.4,27.1,"Tremie12",13,13,0,48.7025401122758
"sampled_plants_090512",21,"MB","09/05/2012",3,10,2,22.4,1.4,22.5,21.2,"Tremie12",13,13,0,48.7025401122758
"sampled_plants_090512",21,"MB","09/05/2012",3,12,1,23.4,1.8,31.3,31.3,"Tremie12",13,13,0,48.7025401122758
"sampled_plants_090512",21,"MB","09/05/2012",3,9,2,18.7,1.1,12.4,11.5,"Tremie12",13,13,0,48.7025401122758
"sampled_plants_090512",21,"Talle","09/05/2012",3,NA,2,8.1,0.5,3.1,2.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",21,"Talle","09/05/2012",3,NA,2,15.9,0.8,9.8,9.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",21,"Talle","09/05/2012",3,NA,2,16.7,1,12.4,12.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",21,"Talle","09/05/2012",3,NA,3,10.2,0.3,2.1,0.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",22,"MB","09/05/2012",3,10,2,21.4,1.2,19.1,17.1,"Tremie12",13,13,0,NA
"sampled_plants_090512",22,"MB","09/05/2012",3,9,3,16.7,0.6,7.6,0.3,"Tremie12",13,13,0,NA
"sampled_plants_090512",22,"MB","09/05/2012",3,13,1,13.9,1.9,19.6,19.6,"Tremie12",13,13,0,NA
"sampled_plants_090512",22,"MB","09/05/2012",3,12,1,21.6,1.6,27,27,"Tremie12",13,13,0,NA
"sampled_plants_090512",22,"MB","09/05/2012",3,11,1,21.2,1.6,25.8,25.1,"Tremie12",13,13,0,NA
"sampled_plants_090512",22,"Talle","09/05/2012",3,NA,2,11.4,1.4,14.7,14.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",22,"Talle","09/05/2012",3,NA,2,11.7,1.5,11.1,11.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",23,"MB","09/05/2012",3,10,1,20.7,1.3,20.9,20.4,"Tremie12",13,13,0,39.4976736372577
"sampled_plants_090512",23,"MB","09/05/2012",3,13,1,12.7,1.9,17.9,17.9,"Tremie12",13,13,0,39.4976736372577
"sampled_plants_090512",23,"MB","09/05/2012",3,11,1,19.7,1.6,24.1,24,"Tremie12",13,13,0,39.4976736372577
"sampled_plants_090512",23,"MB","09/05/2012",3,9,2,16.8,1,13,11.6,"Tremie12",13,13,0,39.4976736372577
"sampled_plants_090512",23,"MB","09/05/2012",3,12,1,18.5,1.7,22.9,22.9,"Tremie12",13,13,0,39.4976736372577
"sampled_plants_090512",23,"Talle","09/05/2012",3,NA,2,20.9,0.7,7.7,7.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",23,"Talle","09/05/2012",3,NA,2,13.8,0.4,2.8,0.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",24,"MB","09/05/2012",3,13,1,11.8,1.9,16.8,16.8,"Tremie12",13,13,0,50.1398187512931
"sampled_plants_090512",24,"MB","09/05/2012",3,9,2,18.9,0.9,11.4,2.9,"Tremie12",13,13,0,50.1398187512931
"sampled_plants_090512",24,"MB","09/05/2012",3,10,2,22.8,1.4,21.7,16.2,"Tremie12",13,13,0,50.1398187512931
"sampled_plants_090512",24,"MB","09/05/2012",3,12,1,19.5,1.7,25,24.9,"Tremie12",13,13,0,50.1398187512931
"sampled_plants_090512",24,"MB","09/05/2012",3,11,1,20,1.7,25.7,25.4,"Tremie12",13,13,0,50.1398187512931
"sampled_plants_090512",24,"Talle","09/05/2012",3,NA,2,14.5,2.1,21.9,21.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",24,"Talle","09/05/2012",3,NA,2,23.2,1.7,31.8,31.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",24,"Talle","09/05/2012",3,NA,2,23.5,1.5,24.2,23.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",24,"Talle","09/05/2012",3,NA,2,20.7,1.1,12.7,9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",24,"Talle","09/05/2012",3,NA,2,14.9,0.3,2.8,1.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",24,"Talle","09/05/2012",3,NA,2,16,0.8,9.8,8.7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"MB","09/05/2012",3,12,1,14,1.7,17.9,17.9,"Tremie12",12,12,0,44.9561908728699
"sampled_plants_090512",25,"MB","09/05/2012",3,9,2,23.1,1,16.2,14.8,"Tremie12",12,12,0,44.9561908728699
"sampled_plants_090512",25,"MB","09/05/2012",3,10,2,21.3,1.4,20.2,19.9,"Tremie12",12,12,0,44.9561908728699
"sampled_plants_090512",25,"MB","09/05/2012",3,11,1,20.3,1.5,23.7,23.5,"Tremie12",12,12,0,44.9561908728699
"sampled_plants_090512",25,"MB","09/05/2012",3,8,3,18.1,0.7,9,6.1,"Tremie12",12,12,0,44.9561908728699
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,15.9,1,12.9,12.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,17,0.3,3.2,2.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,21,0.5,7,6.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,13.7,0.9,9.9,9.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,13.6,0.3,2.8,0.3,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,19.7,0.7,9.2,9.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,18.7,0.7,5.9,2.4,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,1.8,0.1,0.1,0.1,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,14.2,0.9,9.5,9.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,17.7,1,11.9,11.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",25,"Talle","09/05/2012",3,NA,2,17.1,0.9,12.6,12.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",26,"MB","09/05/2012",3,10,2,23.5,1.4,22,20.1,"Tremie12",13,13,0,48.415712703003
"sampled_plants_090512",26,"MB","09/05/2012",3,13,1,11.2,1.8,15.1,15.1,"Tremie12",13,13,0,48.415712703003
"sampled_plants_090512",26,"MB","09/05/2012",3,9,3,19.1,1.2,15,10.3,"Tremie12",13,13,0,48.415712703003
"sampled_plants_090512",26,"MB","09/05/2012",3,11,1,22,1.6,28.8,28.7,"Tremie12",13,13,0,48.415712703003
"sampled_plants_090512",26,"MB","09/05/2012",3,12,1,18.1,1.7,23.7,23.7,"Tremie12",13,13,0,48.415712703003
"sampled_plants_090512",26,"Talle","09/05/2012",3,NA,2,22.5,1.2,17.2,7,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",26,"Talle","09/05/2012",3,NA,2,21.2,1.6,26,25.8,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",26,"Talle","09/05/2012",3,NA,2,10.8,1.7,13.9,13.9,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",26,"Talle","09/05/2012",3,NA,2,20.9,1.3,18.8,17.6,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",26,"Talle","09/05/2012",3,NA,2,22.1,1.5,26.5,26.2,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",26,"Talle","09/05/2012",3,NA,2,19.6,1.5,23.5,23.5,"Tremie12",NA,NA,NA,NA
"sampled_plants_090512",26,"Talle","09/05/2012",3,NA,2,17.7,0.9,9.3,3,"Tremie12",NA,NA,NA,NA
